QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
4,3:17.0,,Defensive rebound by A. Gordon,94,91
4,3:12.0,,E. Fournier misses 3-pt jump shot from 26 ft,94,91
4,3:10.0,Defensive rebound by R. Jackson,,94,91
4,3:02.0,R. Jackson misses 2-pt jump shot from 9 ft,,94,91
4,2:58.0,Offensive rebound by A. Drummond,,94,91
4,2:57.0,A. Drummond misses 2-pt layup from 2 ft (block by E. Fournier),,94,91
4,2:54.0,,Defensive rebound by E. Fournier,94,91
4,2:52.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by D. Augustin),94,93
4,2:35.0,B. Griffin misses 2-pt layup from 6 ft,,94,93
4,2:35.0,Offensive rebound by B. Griffin,,94,93
4,2:33.0,Shooting foul by N. Vučević (drawn by B. Griffin),,94,93
4,2:33.0,B. Griffin makes free throw 1 of 2,,95,93
4,2:33.0,B. Griffin makes free throw 2 of 2,,96,93
4,2:17.0,,A. Gordon misses 2-pt dunk from 6 ft (block by A. Drummond),96,93
4,2:14.0,Defensive rebound by L. Galloway,,96,93
4,1:59.0,G. Robinson makes 2-pt layup from 4 ft (assist by B. Griffin),,98,93
4,1:45.0,,A. Gordon misses 3-pt jump shot from 23 ft,98,93
4,1:41.0,Defensive rebound by A. Drummond,,98,93
4,1:37.0,Offensive foul by R. Jackson (drawn by E. Fournier),,98,93
4,1:37.0,Turnover by R. Jackson (offensive foul),,98,93
4,1:26.0,,Turnover by N. Vučević (traveling),98,93
4,1:09.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by L. Galloway),,101,93
4,1:09.0,,Orlando full timeout,101,93
4,0:59.0,,Turnover by T. Ross (bad pass; steal by A. Drummond),101,93
4,0:44.0,Offensive foul by B. Griffin (drawn by A. Gordon),,101,93
4,0:44.0,Turnover by B. Griffin (offensive foul),,101,93
4,0:35.0,,E. Fournier misses 3-pt jump shot from 26 ft,101,93
4,0:33.0,Defensive rebound by A. Drummond,,101,93
4,0:24.0,R. Jackson makes 2-pt dunk from 2 ft (assist by A. Drummond),,103,93
4,0:24.0,Technical foul by B. Griffin,,103,93
4,0:24.0,,T. Ross misses technical free throw,103,93
4,0:24.0,,Offensive rebound by Team,103,93
4,0:15.0,,A. Gordon makes 3-pt jump shot from 29 ft (assist by D. Augustin),103,96
4,0:10.0,Personal foul by A. Gordon (drawn by G. Robinson),,103,96
