QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
4,1:33.0,,Personal foul by B. Hield (drawn by C. Paul),104,113
4,1:33.0,,C. Paul makes free throw 1 of 2,104,114
4,1:33.0,,C. Paul makes free throw 2 of 2,104,115
4,1:27.0,B. Bogdanović makes 2-pt layup from 2 ft,,106,115
4,1:27.0,Shooting foul by P. Tucker (drawn by B. Bogdanović),,106,115
4,1:27.0,Y. Ferrell enters the game for D. Fox,,106,115
4,1:27.0,B. Bogdanović makes free throw 1 of 1,,107,115
4,1:09.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by P. Tucker),107,117
4,1:08.0,Personal foul by P. Tucker (drawn by B. Bogdanović),,107,117
4,1:08.0,B. Bogdanović misses free throw 1 of 2,,107,117
4,1:08.0,Offensive rebound by Team,,107,117
4,1:08.0,B. Bogdanović makes free throw 2 of 2,,108,117
4,0:48.0,,Shooting foul by M. Bagley (drawn by J. Harden),108,117
4,0:48.0,,J. Harden makes free throw 1 of 2,108,118
4,0:48.0,C. Brewer enters the game for H. Barnes,,108,118
4,0:48.0,,J. Harden makes free throw 2 of 2,108,119
4,0:41.0,B. Hield misses 2-pt layup from 5 ft (block by C. Capela),,108,119
4,0:39.0,,Defensive rebound by J. Harden,108,119
4,0:19.0,,J. Harden misses 3-pt jump shot from 27 ft,108,119
4,0:17.0,,Offensive rebound by J. Harden,108,119
4,0:03.0,,Turnover by Team (shot clock),108,119
