QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
4,1:35.0,J. Bolden makes 3-pt jump shot from 27 ft (assist by A. Johnson),,93,117
4,1:17.0,,J. Grant makes 2-pt jump shot from 18 ft (assist by A. Jefferson),93,119
4,0:58.0,S. Milton makes 2-pt jump shot from 17 ft,,95,119
4,0:47.0,,Turnover by J. Grant (bad pass; steal by Z. Smith),95,119
4,0:43.0,Shooting foul by J. Martin (drawn by J. Simmons),,95,119
4,0:43.0,J. Simmons misses free throw 1 of 2,,95,119
4,0:43.0,Offensive rebound by Team,,95,119
4,0:43.0,J. Simmons makes free throw 2 of 2,,96,119
4,0:30.0,,T. Caupain misses 2-pt jump shot from 19 ft,96,119
4,0:26.0,Defensive rebound by J. Simmons,,96,119
4,0:21.0,Shooting foul by W. Iwundu (drawn by J. Simmons),,96,119
4,0:21.0,J. Simmons makes free throw 1 of 2,,97,119
4,0:21.0,J. Simmons makes free throw 2 of 2,,98,119
