QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
4,1:06.0,Defensive rebound by T. Lyles,,83,85
4,0:58.0,J. Murray misses 3-pt jump shot from 26 ft,,83,85
4,0:56.0,,Defensive rebound by J. Jackson,83,85
4,0:40.0,,M. Conley makes 2-pt jump shot from 12 ft,83,87
4,0:40.0,Denver full timeout,,83,87
4,0:40.0,,K. Anderson enters the game for J. Jackson,83,87
4,0:31.0,T. Lyles makes 2-pt dunk from 1 ft (assist by J. Murray),,85,87
4,0:31.0,Shooting foul by M. Gasol (drawn by T. Lyles),,85,87
4,0:31.0,M. Plumlee enters the game for N. Jokić,,85,87
4,0:31.0,,J. Jackson enters the game for S. Mack,85,87
4,0:31.0,T. Lyles misses free throw 1 of 1,,85,87
4,0:31.0,Offensive rebound by J. Hernangómez,,85,87
4,0:17.0,J. Murray makes 2-pt jump shot from 21 ft,,87,87
4,0:17.0,,Memphis full timeout,87,87
4,0:17.0,T. Craig enters the game for T. Lyles,,87,87
4,0:17.0,,D. Brooks enters the game for K. Anderson,87,87
4,0:17.0,,S. Mack enters the game for J. Jackson,87,87
4,0:04.0,,Personal foul by J. Murray (drawn by M. Gasol),87,87
4,0:04.0,,M. Gasol makes free throw 1 of 2,87,88
4,0:04.0,N. Jokić enters the game for T. Craig,,87,88
4,0:04.0,,M. Gasol makes free throw 2 of 2,87,89
4,0:04.0,Denver full timeout,,87,89
4,0:04.0,T. Lyles enters the game for M. Plumlee,,87,89
4,0:02.0,N. Jokić misses 3-pt jump shot from 26 ft,,87,89
4,0:02.0,Offensive rebound by J. Murray,,87,89
4,0:00.0,J. Murray misses 2-pt layup from 8 ft,,87,89
4,0:00.0,Offensive rebound by Team,,87,89
