QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW ORLEANS_ACTION,DALLAS_SCORE,NEW ORLEANS_SCORE
4,4:52.0,Defensive rebound by J. Brunson,,96,121
4,4:46.0,M. Kleber misses 3-pt jump shot from 27 ft,,96,121
4,4:43.0,,Defensive rebound by J. Randle,96,121
4,4:43.0,,C. Diallo enters the game for A. Davis,96,121
4,4:19.0,,E. Moore misses 2-pt jump shot from 21 ft,96,121
4,4:16.0,Defensive rebound by D. Powell,,96,121
4,4:10.0,R. Broekhoff misses 2-pt layup from 5 ft (block by J. Holiday),,96,121
4,4:03.0,,Defensive rebound by C. Diallo,96,121
4,3:45.0,,E. Moore misses 2-pt layup from 2 ft,96,121
4,3:43.0,Defensive rebound by D. Powell,,96,121
4,3:34.0,J. Brunson makes 2-pt layup from 2 ft,,98,121
4,3:33.0,,New Orleans full timeout,98,121
4,3:33.0,,I. Clark enters the game for J. Holiday,98,121
4,3:33.0,,A. Harrison enters the game for D. Miller,98,121
4,3:33.0,,W. Johnson enters the game for E. Moore,98,121
4,3:33.0,,J. Okafor enters the game for J. Randle,98,121
4,3:11.0,,J. Okafor makes 2-pt hook shot from 6 ft,98,123
4,2:56.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by J. Brunson),,101,123
4,2:41.0,,I. Clark makes 3-pt jump shot from 26 ft,101,126
4,2:26.0,Turnover by D. Finney-Smith (lost ball; steal by I. Clark),,101,126
4,2:21.0,,I. Clark makes 3-pt jump shot from 25 ft,101,129
4,2:11.0,Personal foul by A. Harrison (drawn by J. Brunson),,101,129
4,1:59.0,M. Kleber misses 3-pt jump shot from 23 ft,,101,129
4,1:55.0,,Defensive rebound by I. Clark,101,129
4,1:53.0,,I. Clark misses 3-pt jump shot from 25 ft,101,129
4,1:52.0,,Offensive rebound by Team,101,129
4,1:50.0,,W. Johnson misses 2-pt jump shot from 21 ft,101,129
4,1:45.0,Defensive rebound by J. Brunson,,101,129
4,1:37.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by J. Brunson),,103,129
4,1:24.0,,W. Johnson makes 3-pt jump shot from 24 ft,103,132
4,1:13.0,D. Powell misses 3-pt jump shot from 26 ft,,103,132
4,1:09.0,,Defensive rebound by W. Johnson,103,132
4,0:56.0,,J. Okafor misses 2-pt layup from 6 ft,103,132
4,0:52.0,,Offensive rebound by C. Diallo,103,132
4,0:52.0,,C. Diallo misses 2-pt layup at rim,103,132
4,0:51.0,Defensive rebound by D. Powell,,103,132
4,0:47.0,Shooting foul by J. Okafor (drawn by D. Powell),,103,132
4,0:47.0,D. Powell makes free throw 1 of 3,,104,132
4,0:47.0,D. Powell makes free throw 2 of 3,,105,132
4,0:47.0,D. Powell makes free throw 3 of 3,,106,132
4,0:25.0,,A. Harrison misses 2-pt layup from 3 ft,106,132
4,0:23.0,Defensive rebound by M. Kleber,,106,132
4,0:16.0,Turnover by D. Powell (bad pass),,106,132
