QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
4,5:03.0,,K. Durant makes free throw 1 of 2,112,91
4,5:03.0,,K. Durant makes free throw 2 of 2,112,92
4,4:38.0,K. Kuzma makes 2-pt jump shot from 21 ft,,114,92
4,4:16.0,,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),114,94
4,3:54.0,R. Rondo misses 3-pt jump shot from 26 ft,,114,94
4,3:52.0,,Defensive rebound by K. Looney,114,94
4,3:45.0,,S. Curry misses 2-pt jump shot from 11 ft,114,94
4,3:44.0,Defensive rebound by I. Zubac,,114,94
4,3:36.0,J. Hart makes 3-pt jump shot from 27 ft (assist by R. Rondo),,117,94
4,3:34.0,,Golden State full timeout,117,94
4,3:34.0,,J. Bell enters the game for S. Curry,117,94
4,3:34.0,,Q. Cook enters the game for K. Durant,117,94
4,3:34.0,,J. Jerebko enters the game for A. Iguodala,117,94
4,3:34.0,,D. Lee enters the game for K. Looney,117,94
4,3:34.0,,A. McKinnie enters the game for K. Thompson,117,94
4,3:17.0,,D. Lee makes 2-pt jump shot from 20 ft (assist by J. Bell),117,96
4,2:58.0,Personal foul by J. Bell (drawn by I. Zubac),,117,96
4,2:44.0,J. Hart misses 3-pt jump shot from 27 ft,,117,96
4,2:42.0,,Defensive rebound by Q. Cook,117,96
4,2:31.0,,A. McKinnie misses 2-pt jump shot from 10 ft,117,96
4,2:30.0,Defensive rebound by K. Kuzma,,117,96
4,2:10.0,K. Kuzma misses 2-pt jump shot from 11 ft,,117,96
4,2:09.0,,Defensive rebound by A. McKinnie,117,96
4,2:03.0,,D. Lee misses 3-pt jump shot from 23 ft,117,96
4,2:01.0,Defensive rebound by K. Kuzma,,117,96
4,1:56.0,K. Kuzma makes 2-pt layup from 2 ft,,119,96
4,1:50.0,,Personal foul by K. Caldwell-Pope (drawn by Q. Cook),119,96
4,1:50.0,S. Mykhailiuk enters the game for R. Rondo,,119,96
4,1:50.0,M. Wagner enters the game for I. Zubac,,119,96
4,1:50.0,,Q. Cook misses free throw 1 of 2,119,96
4,1:50.0,,Offensive rebound by Team,119,96
4,1:50.0,L. Ball enters the game for K. Caldwell-Pope,,119,96
4,1:50.0,L. Stephenson enters the game for K. Kuzma,,119,96
4,1:50.0,,Q. Cook misses free throw 2 of 2,119,96
4,1:49.0,Defensive rebound by J. Hart,,119,96
4,1:32.0,J. Hart makes 2-pt dunk from 2 ft (assist by M. Wagner),,121,96
4,1:24.0,,Turnover by J. Bell (out of bounds lost ball),121,96
4,1:08.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by M. Wagner),,124,96
4,1:01.0,,Q. Cook misses 3-pt jump shot from 26 ft,124,96
4,0:59.0,Defensive rebound by L. Ball,,124,96
4,0:47.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by L. Ball),,127,96
4,0:39.0,,Q. Cook makes 2-pt jump shot from 5 ft,127,98
4,0:26.0,L. Ball misses 3-pt jump shot from 23 ft,,127,98
4,0:24.0,,Defensive rebound by Team,127,98
4,0:04.0,,D. Lee makes 2-pt layup from 4 ft,127,100
4,0:04.0,,Shooting foul by L. Ball (drawn by D. Lee),127,100
4,0:04.0,,D. Lee makes free throw 1 of 1,127,101
