QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
4,0:30.0,,A. Blakeney makes 3-pt jump shot from 26 ft (assist by Z. LaVine),105,104
4,0:30.0,,Shooting foul by D. Collison (drawn by A. Blakeney),105,104
4,0:30.0,,A. Blakeney makes free throw 1 of 1,105,105
4,0:30.0,Indiana full timeout,,105,105
4,0:30.0,B. Bogdanović enters the game for C. Joseph,,105,105
4,0:30.0,,R. Arcidiacono enters the game for A. Blakeney,105,105
4,0:18.0,D. Collison makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),,107,105
4,0:17.0,,Chicago full timeout,107,105
4,0:17.0,C. Joseph enters the game for D. Collison,,107,105
4,0:17.0,,A. Blakeney enters the game for R. Arcidiacono,107,105
4,0:07.0,,Z. LaVine misses 2-pt jump shot from 14 ft,107,105
4,0:05.0,,Offensive rebound by W. Carter,107,105
4,0:05.0,,J. Holiday misses 3-pt jump shot from 26 ft,107,105
4,0:02.0,,Offensive rebound by W. Carter,107,105
4,0:00.0,,A. Blakeney misses 2-pt jump shot from 19 ft (block by M. Turner),107,105
4,0:00.0,Defensive rebound by M. Turner,,107,105
