QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
4,2:22.0,,Shooting foul by A. Horford (drawn by B. Simmons),102,100
4,2:22.0,M. Morris enters the game for T. Rozier,,102,100
4,2:22.0,,B. Simmons misses free throw 1 of 1,102,100
4,2:21.0,,Offensive rebound by T. Harris,102,100
4,2:11.0,,J. Embiid makes 2-pt jump shot from 5 ft (assist by T. Harris),102,102
4,2:11.0,,Shooting foul by A. Horford (drawn by J. Embiid),102,102
4,2:11.0,,J. Embiid makes free throw 1 of 1,102,103
4,1:50.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by M. Morris),,105,103
4,1:40.0,,T. Harris misses 3-pt jump shot from 27 ft,105,103
4,1:36.0,Defensive rebound by J. Tatum,,105,103
4,1:27.0,Personal foul by J. Redick (drawn by M. Smart),,105,103
4,1:27.0,M. Smart makes free throw 1 of 2,,106,103
4,1:27.0,M. Smart misses free throw 2 of 2,,106,103
4,1:23.0,,Defensive rebound by B. Simmons,106,103
4,1:14.0,,Shooting foul by J. Tatum (drawn by J. Butler),106,103
4,1:14.0,,J. Simmons enters the game for J. Redick,106,103
4,1:14.0,,J. Butler misses free throw 1 of 3,106,103
4,1:14.0,,Offensive rebound by Team,106,103
4,1:14.0,,J. Butler makes free throw 2 of 3,106,104
4,1:14.0,,J. Butler misses free throw 3 of 3,106,104
4,1:14.0,Defensive rebound by J. Tatum,,106,104
4,0:55.0,Turnover by G. Hayward (bad pass),,106,104
4,0:55.0,,J. Redick enters the game for J. Simmons,106,104
4,0:33.0,,J. Embiid misses 2-pt jump shot from 9 ft,106,104
4,0:27.0,Defensive rebound by J. Tatum,,106,104
4,0:23.0,M. Smart makes 2-pt dunk from 3 ft,,108,104
4,0:23.0,,Philadelphia full timeout,108,104
4,0:23.0,J. Brown enters the game for M. Morris,,108,104
4,0:16.0,,J. Butler makes 2-pt layup from 3 ft (assist by J. Redick),108,106
4,0:16.0,,Shooting foul by J. Tatum (drawn by J. Butler),108,106
4,0:16.0,M. Morris enters the game for J. Brown,,108,106
4,0:16.0,,J. Simmons enters the game for J. Redick,108,106
4,0:16.0,,J. Butler makes free throw 1 of 1,108,107
4,0:16.0,Boston full timeout,,108,107
4,0:16.0,,M. Scott enters the game for J. Embiid,108,107
4,0:13.0,Personal take foul by T. Harris (drawn by A. Horford),,108,107
4,0:13.0,A. Horford makes free throw 1 of 2,,109,107
4,0:13.0,,J. Embiid enters the game for J. Simmons,109,107
4,0:13.0,A. Horford makes free throw 2 of 2,,110,107
4,0:13.0,,Philadelphia full timeout,110,107
4,0:13.0,J. Brown enters the game for M. Morris,,110,107
4,0:13.0,,J. Redick enters the game for M. Scott,110,107
4,0:06.0,,T. Harris misses 3-pt jump shot from 25 ft,110,107
4,0:03.0,,Offensive rebound by J. Embiid,110,107
4,0:02.0,,J. Embiid makes 2-pt layup from 2 ft,110,109
4,0:02.0,Boston full timeout,,110,109
4,0:02.0,M. Morris enters the game for J. Brown,,110,109
4,0:02.0,,M. Scott enters the game for J. Embiid,110,109
4,0:02.0,,J. Simmons enters the game for J. Redick,110,109
4,0:01.0,Personal take foul by M. Scott (drawn by J. Tatum),,110,109
4,0:01.0,J. Tatum makes free throw 1 of 2,,111,109
4,0:01.0,,J. Embiid enters the game for M. Scott,111,109
4,0:01.0,,J. Redick enters the game for J. Simmons,111,109
4,0:01.0,J. Tatum makes free throw 2 of 2,,112,109
