QUARTER,TIME_REMAINING,ORLANDO_ACTION,MIAMI_ACTION,ORLANDO_SCORE,MIAMI_SCORE
4,1:27.0,,Offensive rebound by K. Olynyk,98,85
4,1:23.0,,D. Wade makes 3-pt jump shot from 23 ft (assist by K. Olynyk),98,88
4,1:14.0,Personal foul by D. Wade (drawn by D. Augustin),,98,88
4,1:14.0,D. Augustin makes free throw 1 of 2,,99,88
4,1:14.0,D. Augustin makes free throw 2 of 2,,100,88
4,1:10.0,,D. Wade makes 2-pt layup from 1 ft,100,90
4,0:46.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by A. Gordon),,103,90
4,0:41.0,,Turnover by D. Wade (bad pass; steal by J. Isaac),103,90
4,0:40.0,Shooting foul by J. Winslow (drawn by J. Isaac),,103,90
4,0:40.0,J. Isaac makes free throw 1 of 2,,104,90
4,0:40.0,,T. Johnson enters the game for D. Wade,104,90
4,0:40.0,J. Isaac makes free throw 2 of 2,,105,90
4,0:25.0,,B. Adebayo misses 2-pt jump shot from 16 ft,105,90
4,0:22.0,Defensive rebound by T. Ross,,105,90
4,0:01.0,Turnover by Team (shot clock),,105,90
