QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHICAGO_ACTION,WASHINGTON_SCORE,CHICAGO_SCORE
4,5:35.0,,Z. LaVine makes 2-pt layup from 1 ft,120,108
4,5:35.0,Washington full timeout,,120,108
4,5:35.0,T. Ariza enters the game for W. Johnson,,120,108
4,5:13.0,B. Portis makes 2-pt layup from 1 ft (assist by J. Parker),,122,108
4,5:01.0,,Turnover by K. Dunn (lost ball; steal by B. Beal),122,108
4,4:57.0,C. Randle makes 2-pt layup from 2 ft (assist by T. Ariza),,124,108
4,4:38.0,,L. Markkanen misses 2-pt jump shot from 10 ft,124,108
4,4:36.0,,Offensive rebound by O. Porter,124,108
4,4:32.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by O. Porter),124,110
4,4:20.0,B. Portis makes 2-pt jump shot from 4 ft,,126,110
4,4:20.0,Shooting foul by W. Selden (drawn by B. Portis),,126,110
4,4:20.0,B. Portis makes free throw 1 of 1,,127,110
4,4:08.0,,O. Porter misses 3-pt jump shot from 24 ft,127,110
4,4:03.0,Defensive rebound by C. Randle,,127,110
4,3:46.0,B. Portis misses 2-pt jump shot from 16 ft,,127,110
4,3:43.0,,Defensive rebound by L. Markkanen,127,110
4,3:40.0,,W. Selden makes 2-pt layup from 2 ft (assist by L. Markkanen),127,112
4,3:40.0,,Shooting foul by C. Randle (drawn by W. Selden),127,112
4,3:40.0,T. Satoranský enters the game for C. Randle,,127,112
4,3:40.0,,W. Selden makes free throw 1 of 1,127,113
4,3:34.0,Washington full timeout,,127,113
4,3:23.0,T. Ariza misses 3-pt jump shot from 24 ft,,127,113
4,3:22.0,,Defensive rebound by Team,127,113
4,3:13.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by Z. LaVine),127,115
4,2:51.0,T. Satoranský misses 2-pt jump shot from 4 ft,,127,115
4,2:50.0,Offensive rebound by T. Satoranský,,127,115
4,2:50.0,T. Satoranský makes 2-pt layup from 2 ft,,129,115
4,2:50.0,Shooting foul by L. Markkanen (drawn by T. Satoranský),,129,115
4,2:50.0,T. Satoranský makes free throw 1 of 1,,130,115
4,2:35.0,,K. Dunn misses 2-pt jump shot from 4 ft,130,115
4,2:34.0,,Offensive rebound by K. Dunn,130,115
4,2:30.0,,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),130,117
4,2:08.0,B. Beal makes 2-pt layup from 2 ft,,132,117
4,2:08.0,,Chicago full timeout,132,117
4,2:08.0,J. Jenkins enters the game for T. Ariza,,132,117
4,2:08.0,J. McRae enters the game for B. Beal,,132,117
4,2:08.0,C. Randle enters the game for T. Satoranský,,132,117
4,2:08.0,,R. Arcidiacono enters the game for K. Dunn,132,117
4,2:08.0,,C. Felício enters the game for Z. LaVine,132,117
4,2:08.0,,S. Harrison enters the game for L. Markkanen,132,117
4,2:08.0,,T. Luwawu-Cabarrot enters the game for O. Porter,132,117
4,2:08.0,,B. Sampson enters the game for W. Selden,132,117
4,1:57.0,,B. Sampson makes 3-pt jump shot from 26 ft (assist by C. Felício),132,120
4,1:40.0,J. Parker misses 2-pt layup from 2 ft (block by C. Felício),,132,120
4,1:38.0,,Defensive rebound by S. Harrison,132,120
4,1:34.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,132,120
4,1:31.0,Defensive rebound by C. Randle,,132,120
4,1:10.0,C. Randle makes 2-pt layup from 3 ft (assist by B. Portis),,134,120
4,1:04.0,,B. Sampson makes 2-pt layup from 1 ft (assist by R. Arcidiacono),134,122
4,0:43.0,J. Parker misses 2-pt layup from 2 ft (block by T. Luwawu-Cabarrot),,134,122
4,0:42.0,,Defensive rebound by C. Felício,134,122
4,0:42.0,,Personal foul by B. Portis (drawn by C. Felício),134,122
4,0:42.0,,C. Felício misses free throw 1 of 2,134,122
4,0:42.0,,Offensive rebound by Team,134,122
4,0:42.0,T. Bryant enters the game for J. Parker,,134,122
4,0:42.0,W. Johnson enters the game for B. Portis,,134,122
4,0:42.0,,C. Felício makes free throw 2 of 2,134,123
4,0:23.0,J. McRae misses 2-pt jump shot from 23 ft,,134,123
4,0:20.0,,Defensive rebound by B. Sampson,134,123
4,0:14.0,,B. Sampson makes 2-pt layup from 2 ft (assist by R. Arcidiacono),134,125
