QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
4,7:38.0,J. McGee enters the game for I. Zubac,,97,81
4,7:27.0,B. Ingram makes 2-pt dunk at rim,,99,81
4,7:18.0,,Shooting foul by L. James (drawn by D. Lillard),99,81
4,7:18.0,,D. Lillard makes free throw 1 of 2,99,82
4,7:18.0,,D. Lillard makes free throw 2 of 2,99,83
4,7:06.0,L. James misses 2-pt layup from 1 ft,,99,83
4,7:03.0,,Defensive rebound by A. Aminu,99,83
4,6:59.0,,D. Lillard misses 3-pt jump shot from 27 ft,99,83
4,6:56.0,,Offensive rebound by J. Nurkić,99,83
4,6:56.0,,J. Nurkić misses 2-pt layup at rim,99,83
4,6:56.0,,Offensive rebound by A. Aminu,99,83
4,6:51.0,,C. McCollum makes 2-pt jump shot from 4 ft (assist by A. Aminu),99,85
4,6:32.0,Turnover by B. Ingram (bad pass; steal by S. Curry),,99,85
4,6:22.0,,S. Curry misses 3-pt jump shot from 25 ft,99,85
4,6:19.0,Defensive rebound by J. McGee,,99,85
4,6:01.0,L. James makes 2-pt jump shot from 18 ft,,101,85
4,5:43.0,,D. Lillard makes 2-pt jump shot from 3 ft,101,87
4,5:22.0,J. McGee misses 2-pt jump shot from 20 ft,,101,87
4,5:21.0,,Defensive rebound by J. Nurkić,101,87
4,5:06.0,,Personal foul by J. McGee (drawn by J. Nurkić),101,87
4,5:06.0,,J. Nurkić makes free throw 1 of 2,101,88
4,5:06.0,R. Rondo enters the game for J. Hart,,101,88
4,5:06.0,I. Zubac enters the game for J. McGee,,101,88
4,5:06.0,,J. Nurkić makes free throw 2 of 2,101,89
4,4:53.0,Turnover by K. Kuzma (lost ball),,101,89
4,4:53.0,Loose ball foul by K. Kuzma (drawn by J. Nurkić),,101,89
4,4:53.0,,J. Nurkić makes free throw 1 of 2,101,90
4,4:53.0,,J. Nurkić misses free throw 2 of 2,101,90
4,4:51.0,Defensive rebound by I. Zubac,,101,90
4,4:40.0,Shooting foul by A. Aminu (drawn by L. James),,101,90
4,4:40.0,L. James makes free throw 1 of 2,,102,90
4,4:40.0,L. James makes free throw 2 of 2,,103,90
4,4:31.0,,D. Lillard makes 2-pt layup from 1 ft,103,92
4,4:05.0,Turnover by B. Ingram (lost ball; steal by D. Lillard),,103,92
4,4:01.0,,D. Lillard makes 2-pt layup at rim,103,94
4,4:01.0,,Shooting foul by I. Zubac (drawn by D. Lillard),103,94
4,4:01.0,J. Hart enters the game for I. Zubac,,103,94
4,4:01.0,,D. Lillard makes free throw 1 of 1,103,95
4,3:46.0,Turnover by R. Rondo (back court),,103,95
4,3:35.0,,J. Nurkić makes 2-pt layup from 1 ft,103,97
4,3:34.0,LA Lakers full timeout,,103,97
4,3:34.0,J. McGee enters the game for K. Kuzma,,103,97
4,3:12.0,L. James misses 2-pt jump shot from 16 ft,,103,97
4,3:09.0,,Defensive rebound by D. Lillard,103,97
4,3:01.0,,D. Lillard misses 2-pt layup from 1 ft (block by J. Hart),103,97
4,2:58.0,Defensive rebound by L. James,,103,97
4,2:52.0,J. Hart makes 2-pt layup from 2 ft (assist by L. James),,105,97
4,2:36.0,,C. McCollum makes 2-pt layup at rim,105,99
4,2:18.0,L. James makes 2-pt dunk from 1 ft,,107,99
4,2:00.0,,C. McCollum makes 2-pt layup from 1 ft,107,101
4,1:40.0,L. James makes 2-pt layup from 1 ft,,109,101
4,1:30.0,,C. McCollum makes 2-pt jump shot from 13 ft,109,103
4,1:20.0,Turnover by R. Rondo (traveling),,109,103
4,1:10.0,,D. Lillard misses 2-pt layup from 3 ft (block by J. McGee),109,103
4,1:07.0,,Offensive rebound by J. Nurkić,109,103
4,1:06.0,,J. Nurkić misses 2-pt layup from 1 ft (block by L. James),109,103
4,1:06.0,,Offensive rebound by D. Lillard,109,103
4,1:05.0,,C. McCollum misses 3-pt jump shot from 25 ft,109,103
4,1:03.0,,Offensive rebound by Team,109,103
4,1:03.0,Loose ball foul by J. McGee (drawn by J. Nurkić),,109,103
4,1:03.0,,Technical foul by J. Nurkić,109,103
4,1:03.0,Technical foul by J. Hart,,109,103
4,1:03.0,,J. Nurkić misses free throw 1 of 2,109,103
4,1:03.0,,Offensive rebound by Team,109,103
4,1:03.0,,J. Nurkić makes free throw 2 of 2,109,104
4,0:45.0,L. James misses 3-pt jump shot from 34 ft,,109,104
4,0:44.0,Offensive rebound by J. McGee,,109,104
4,0:36.0,Personal foul by A. Aminu (drawn by L. James),,109,104
4,0:28.0,J. McGee makes 2-pt layup from 2 ft (assist by L. James),,111,104
4,0:28.0,,Portland full timeout,111,104
4,0:28.0,K. Caldwell-Pope enters the game for J. McGee,,111,104
4,0:28.0,,M. Leonard enters the game for A. Aminu,111,104
4,0:28.0,,N. Stauskas enters the game for J. Nurkić,111,104
4,0:25.0,,C. McCollum makes 2-pt layup from 1 ft (assist by N. Stauskas),111,106
4,0:18.0,Personal take foul by N. Stauskas (drawn by J. Hart),,111,106
4,0:18.0,J. Hart misses free throw 1 of 2,,111,106
4,0:18.0,Offensive rebound by Team,,111,106
4,0:18.0,J. Hart makes free throw 2 of 2,,112,106
4,0:10.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by C. McCollum),112,108
4,0:09.0,Personal take foul by M. Leonard (drawn by L. James),,112,108
4,0:09.0,L. James makes free throw 1 of 2,,113,108
4,0:09.0,,J. Nurkić enters the game for N. Stauskas,113,108
4,0:09.0,L. James makes free throw 2 of 2,,114,108
4,0:09.0,,Portland full timeout,114,108
4,0:09.0,,N. Stauskas enters the game for J. Nurkić,114,108
4,0:07.0,,N. Stauskas misses 3-pt jump shot from 30 ft,114,108
4,0:02.0,,Offensive rebound by C. McCollum,114,108
4,0:02.0,,Personal foul by B. Ingram (drawn by C. McCollum),114,108
4,0:02.0,,C. McCollum makes free throw 1 of 2,114,109
4,0:02.0,,C. McCollum makes free throw 2 of 2,114,110
