QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
4,7:01.0,,J. Isaac misses 3-pt jump shot from 26 ft,73,83
4,6:57.0,Defensive rebound by T. Young,,73,83
4,6:54.0,Turnover by T. Prince (out of bounds lost ball),,73,83
4,6:54.0,,Orlando full timeout,73,83
4,6:39.0,,N. Vučević misses 2-pt jump shot from 19 ft,73,83
4,6:37.0,Defensive rebound by T. Young,,73,83
4,6:24.0,V. Carter makes 3-pt jump shot from 25 ft (assist by D. Dedmon),,76,83
4,5:59.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by D. Augustin),76,85
4,5:39.0,T. Prince misses 3-pt jump shot from 25 ft,,76,85
4,5:39.0,,Defensive rebound by N. Vučević,76,85
4,5:31.0,,Shooting foul by T. Prince (drawn by N. Vučević),76,85
4,5:31.0,,N. Vučević makes free throw 1 of 2,76,86
4,5:31.0,J. Collins enters the game for V. Carter,,76,86
4,5:31.0,,N. Vučević makes free throw 2 of 2,76,87
4,5:20.0,T. Young misses 2-pt jump shot from 9 ft,,76,87
4,5:18.0,,Defensive rebound by N. Vučević,76,87
4,5:10.0,,D. Augustin misses 2-pt jump shot from 12 ft,76,87
4,5:06.0,Defensive rebound by D. Dedmon,,76,87
4,4:47.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,79,87
4,4:29.0,,E. Fournier misses 2-pt layup from 4 ft,79,87
4,4:26.0,Defensive rebound by K. Bazemore,,79,87
4,4:26.0,,A. Gordon enters the game for J. Isaac,79,87
4,4:15.0,Shooting foul by D. Augustin (drawn by T. Young),,79,87
4,4:15.0,T. Young makes free throw 1 of 2,,80,87
4,4:15.0,,T. Ross enters the game for W. Iwundu,80,87
4,4:15.0,T. Young misses free throw 2 of 2,,80,87
4,4:08.0,,Defensive rebound by N. Vučević,80,87
4,3:58.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),80,90
4,3:45.0,D. Dedmon makes 3-pt jump shot from 26 ft (assist by T. Young),,83,90
4,3:27.0,,Orlando full timeout,83,90
4,3:23.0,,T. Ross misses 3-pt jump shot from 25 ft,83,90
4,3:19.0,Defensive rebound by K. Bazemore,,83,90
4,3:05.0,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),,85,90
4,2:38.0,,Turnover by N. Vučević (bad pass; steal by T. Young),85,90
4,2:33.0,T. Prince misses 3-pt jump shot from 25 ft,,85,90
4,2:30.0,,Defensive rebound by N. Vučević,85,90
4,2:21.0,,Personal foul by J. Collins (drawn by N. Vučević),85,90
4,2:21.0,V. Carter enters the game for J. Collins,,85,90
4,2:21.0,,N. Vučević makes free throw 1 of 2,85,91
4,2:21.0,,N. Vučević makes free throw 2 of 2,85,92
4,2:14.0,T. Young makes 2-pt jump shot from 15 ft,,87,92
4,1:58.0,,Turnover by A. Gordon (bad pass; steal by D. Dedmon),87,92
4,1:54.0,Turnover by T. Prince (lost ball; steal by T. Ross),,87,92
4,1:46.0,,D. Augustin makes 2-pt jump shot from 16 ft,87,94
4,1:36.0,Personal foul by E. Fournier (drawn by T. Young),,87,94
4,1:28.0,V. Carter misses 3-pt jump shot from 26 ft,,87,94
4,1:25.0,,Defensive rebound by E. Fournier,87,94
4,1:09.0,,E. Fournier makes 2-pt layup from 6 ft (assist by D. Augustin),87,96
4,1:09.0,Atlanta full timeout,,87,96
4,1:05.0,K. Bazemore makes 2-pt layup from 1 ft (assist by V. Carter),,89,96
4,0:53.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),89,99
4,0:46.0,T. Prince makes 2-pt layup from 2 ft (assist by K. Bazemore),,91,99
4,0:39.0,,Personal take foul by D. Dedmon (drawn by E. Fournier),91,99
4,0:39.0,,E. Fournier makes free throw 1 of 2,91,100
4,0:39.0,,E. Fournier makes free throw 2 of 2,91,101
4,0:36.0,K. Bazemore misses 3-pt jump shot from 30 ft,,91,101
4,0:32.0,,Defensive rebound by N. Vučević,91,101
4,0:10.0,,Turnover by Team (shot clock),91,101
4,0:03.0,T. Prince misses 3-pt jump shot from 23 ft,,91,101
4,0:02.0,,Defensive rebound by N. Vučević,91,101
