QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SAN ANTONIO_ACTION,NEW ORLEANS_SCORE,SAN ANTONIO_SCORE
4,4:09.0,Shooting foul by D. Cunningham (drawn by J. Randle),,88,102
4,4:09.0,J. Randle makes free throw 1 of 2,,89,102
4,4:09.0,J. Randle makes free throw 2 of 2,,90,102
4,3:50.0,,P. Mills misses 2-pt jump shot from 21 ft (block by A. Davis),90,102
4,3:47.0,Defensive rebound by J. Randle,,90,102
4,3:41.0,N. Mirotić makes 2-pt layup from 3 ft (assist by E. Moore),,92,102
4,3:19.0,,Turnover by D. Cunningham (bad pass),92,102
4,3:19.0,New Orleans full timeout,,92,102
4,3:19.0,New Orleans full timeout,,92,102
4,3:11.0,J. Holiday makes 2-pt jump shot from 18 ft,,94,102
4,2:56.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by D. DeRozan),94,104
4,2:49.0,Shooting foul by P. Mills (drawn by J. Randle),,94,104
4,2:49.0,Offensive rebound by Team,,94,104
4,2:49.0,J. Randle misses free throw 1 of 2,,94,104
4,2:49.0,J. Randle misses free throw 2 of 2,,94,104
4,2:46.0,,Defensive rebound by L. Aldridge,94,104
4,2:25.0,,D. DeRozan misses 3-pt jump shot from 26 ft,94,104
4,2:25.0,Defensive rebound by N. Mirotić,,94,104
4,2:15.0,J. Randle misses 3-pt jump shot from 27 ft,,94,104
4,2:12.0,,Defensive rebound by L. Aldridge,94,104
4,1:51.0,,D. DeRozan misses 2-pt jump shot from 20 ft,94,104
4,1:49.0,Defensive rebound by N. Mirotić,,94,104
4,1:42.0,Turnover by A. Davis (bad pass; steal by M. Belinelli),,94,104
4,1:24.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by P. Mills),94,107
4,1:23.0,New Orleans full timeout,,94,107
4,1:14.0,Turnover by J. Holiday (bad pass; steal by M. Belinelli),,94,107
4,0:58.0,,D. DeRozan misses 2-pt jump shot from 13 ft,94,107
4,0:56.0,,Offensive rebound by L. Aldridge,94,107
4,0:56.0,,L. Aldridge makes 2-pt jump shot from 3 ft,94,109
4,0:54.0,Personal foul by D. DeRozan (drawn by J. Holiday),,94,109
4,0:54.0,J. Holiday misses free throw 1 of 2,,94,109
4,0:54.0,Offensive rebound by Team,,94,109
4,0:54.0,C. Diallo enters the game for A. Davis,,94,109
4,0:54.0,T. Frazier enters the game for N. Mirotić,,94,109
4,0:54.0,F. Jackson enters the game for E. Moore,,94,109
4,0:54.0,J. Okafor enters the game for J. Randle,,94,109
4,0:54.0,,D. Bertāns enters the game for L. Aldridge,94,109
4,0:54.0,,C. Metu enters the game for M. Belinelli,94,109
4,0:54.0,,J. Poeltl enters the game for D. DeRozan,94,109
4,0:54.0,,Q. Pondexter enters the game for P. Mills,94,109
4,0:54.0,J. Holiday makes free throw 2 of 2,,95,109
4,0:53.0,,Personal foul by F. Jackson (drawn by Q. Pondexter),95,109
4,0:53.0,W. Johnson enters the game for J. Holiday,,95,109
4,0:40.0,,J. Poeltl misses 2-pt layup from 4 ft (block by W. Johnson),95,109
4,0:40.0,Defensive rebound by J. Okafor,,95,109
4,0:28.0,F. Jackson misses 3-pt jump shot from 26 ft,,95,109
4,0:24.0,Offensive rebound by T. Frazier,,95,109
4,0:20.0,Turnover by W. Johnson (bad pass; steal by C. Metu),,95,109
