QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
4,5:30.0,,Offensive rebound by S. Ibaka,92,95
4,5:30.0,,S. Ibaka makes 2-pt hook shot from 2 ft,92,97
4,5:30.0,,Shooting foul by M. Morris (drawn by S. Ibaka),92,97
4,5:30.0,G. Hayward enters the game for M. Smart,,92,97
4,5:30.0,,S. Ibaka misses free throw 1 of 1,92,97
4,5:26.0,Defensive rebound by J. Tatum,,92,97
4,5:19.0,Personal foul by O. Anunoby (drawn by J. Tatum),,92,97
4,5:19.0,J. Tatum makes free throw 1 of 2,,93,97
4,5:19.0,,D. Green enters the game for F. VanVleet,93,97
4,5:19.0,J. Tatum makes free throw 2 of 2,,94,97
4,5:01.0,,K. Leonard misses 3-pt jump shot from 26 ft,94,97
4,4:59.0,,Offensive rebound by S. Ibaka,94,97
4,4:57.0,,D. Green misses 3-pt jump shot from 27 ft,94,97
4,4:52.0,,Offensive rebound by S. Ibaka,94,97
4,4:50.0,,S. Ibaka misses 2-pt hook shot from 6 ft,94,97
4,4:47.0,Defensive rebound by J. Tatum,,94,97
4,4:35.0,Offensive foul by J. Tatum (drawn by K. Lowry),,94,97
4,4:35.0,Turnover by J. Tatum (offensive foul),,94,97
4,4:35.0,,Toronto full timeout,94,97
4,4:21.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by D. Green),94,99
4,4:03.0,K. Irving makes 2-pt jump shot from 17 ft (assist by A. Horford),,96,99
4,3:36.0,,K. Leonard makes 2-pt jump shot from 8 ft,96,101
4,3:28.0,Offensive foul by M. Morris (drawn by K. Lowry),,96,101
4,3:28.0,Turnover by M. Morris (offensive foul),,96,101
4,3:28.0,T. Rozier enters the game for M. Morris,,96,101
4,3:18.0,,Personal foul by J. Tatum (drawn by K. Leonard),96,101
4,3:04.0,,K. Leonard misses 2-pt hook shot from 6 ft,96,101
4,3:04.0,,Offensive rebound by O. Anunoby,96,101
4,3:04.0,,Turnover by Team (shot clock),96,101
4,3:04.0,Boston full timeout,,96,101
4,3:04.0,,F. VanVleet enters the game for O. Anunoby,96,101
4,2:53.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,99,101
4,2:29.0,,D. Green makes 3-pt jump shot from 23 ft (assist by F. VanVleet),99,104
4,2:16.0,Offensive foul by J. Tatum (drawn by K. Lowry),,99,104
4,2:16.0,Turnover by J. Tatum (offensive foul),,99,104
4,2:08.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by F. VanVleet),99,107
4,1:57.0,K. Irving misses 3-pt jump shot from 26 ft,,99,107
4,1:53.0,,Defensive rebound by K. Lowry,99,107
4,1:46.0,,Offensive foul by S. Ibaka (drawn by T. Rozier),99,107
4,1:46.0,,Turnover by S. Ibaka (offensive foul),99,107
4,1:34.0,T. Rozier misses 2-pt jump shot from 12 ft,,99,107
4,1:30.0,,Defensive rebound by K. Leonard,99,107
4,1:20.0,,K. Leonard misses 2-pt jump shot from 5 ft,99,107
4,1:19.0,Defensive rebound by J. Tatum,,99,107
4,1:14.0,J. Tatum misses 2-pt layup from 2 ft (block by D. Green),,99,107
4,1:10.0,,Defensive rebound by F. VanVleet,99,107
4,0:52.0,,K. Lowry makes 2-pt jump shot from 16 ft,99,109
4,0:41.0,A. Horford misses 3-pt jump shot from 27 ft,,99,109
4,0:38.0,,Defensive rebound by K. Lowry,99,109
4,0:32.0,,K. Leonard misses 2-pt layup from 3 ft,99,109
4,0:32.0,,Offensive rebound by S. Ibaka,99,109
4,0:32.0,,S. Ibaka makes 2-pt dunk from 1 ft,99,111
4,0:27.0,K. Irving makes 2-pt layup from 2 ft,,101,111
4,0:22.0,,Toronto full timeout,101,111
4,0:20.0,,Personal foul by T. Rozier (drawn by K. Leonard),101,111
4,0:20.0,A. Baynes enters the game for A. Horford,,101,111
4,0:17.0,,Personal foul by T. Rozier (drawn by K. Leonard),101,111
4,0:17.0,,K. Leonard makes free throw 1 of 2,101,112
4,0:17.0,,K. Leonard makes free throw 2 of 2,101,113
4,0:09.0,J. Tatum misses 3-pt jump shot from 23 ft,,101,113
4,0:07.0,,Defensive rebound by K. Lowry,101,113
