QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
4,5:10.0,J. Randle misses 2-pt layup from 4 ft (block by J. Brunson),,94,92
4,5:09.0,,Defensive rebound by M. Kleber,94,92
4,5:03.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by D. Finney-Smith),94,94
4,5:03.0,,Shooting foul by C. Diallo (drawn by M. Kleber),94,94
4,5:03.0,,L. Dončić enters the game for D. Harris,94,94
4,5:03.0,,M. Kleber makes free throw 1 of 1,94,95
4,4:59.0,Personal take foul by J. Brunson (drawn by E. Payton),,94,95
4,4:59.0,D. Miller enters the game for D. Bertāns,,94,95
4,4:59.0,K. Williams enters the game for C. Diallo,,94,95
4,4:59.0,,D. Powell enters the game for M. Kleber,94,95
4,4:50.0,F. Jackson misses 2-pt jump shot from 5 ft,,94,95
4,4:50.0,,Defensive rebound by Team,94,95
4,4:33.0,,L. Dončić makes 2-pt hook shot from 8 ft,94,97
4,4:13.0,K. Williams misses 3-pt jump shot from 23 ft,,94,97
4,4:11.0,,Defensive rebound by L. Dončić,94,97
4,4:04.0,,D. Finney-Smith makes 2-pt layup from 1 ft (assist by J. Brunson),94,99
4,4:04.0,New Orleans full timeout,,94,99
4,3:53.0,D. Miller misses 3-pt jump shot from 26 ft,,94,99
4,3:51.0,,Defensive rebound by T. Hardaway,94,99
4,3:36.0,,Personal foul by K. Williams (drawn by L. Dončić),94,99
4,3:36.0,,L. Dončić makes free throw 1 of 2,94,100
4,3:36.0,,L. Dončić makes free throw 2 of 2,94,101
4,3:29.0,J. Randle makes 2-pt layup from 1 ft (assist by D. Miller),,96,101
4,3:08.0,,L. Dončić misses 2-pt jump shot from 14 ft,96,101
4,3:06.0,Defensive rebound by E. Payton,,96,101
4,2:53.0,J. Randle makes 2-pt jump shot from 4 ft,,98,101
4,2:29.0,,L. Dončić misses 2-pt jump shot from 14 ft,98,101
4,2:26.0,,Offensive rebound by L. Dončić,98,101
4,2:26.0,,L. Dončić misses 2-pt layup from 2 ft,98,101
4,2:24.0,Defensive rebound by J. Randle,,98,101
4,2:15.0,E. Payton misses 3-pt jump shot from 27 ft,,98,101
4,2:12.0,,Defensive rebound by L. Dončić,98,101
4,2:00.0,,T. Hardaway makes 2-pt layup from 4 ft (assist by D. Finney-Smith),98,103
4,1:54.0,J. Randle makes 2-pt jump shot from 4 ft (assist by F. Jackson),,100,103
4,1:38.0,,T. Hardaway makes 2-pt jump shot from 18 ft,100,105
4,1:31.0,J. Randle makes 3-pt jump shot from 26 ft (assist by E. Payton),,103,105
4,1:16.0,,T. Hardaway makes 2-pt jump shot from 4 ft,103,107
4,1:00.0,Personal foul by D. Powell (drawn by J. Randle),,103,107
4,1:00.0,New Orleans full timeout,,103,107
4,0:55.0,D. Miller misses 3-pt jump shot from 25 ft,,103,107
4,0:51.0,,Defensive rebound by T. Hardaway,103,107
4,0:30.0,,T. Hardaway misses 2-pt jump shot from 10 ft,103,107
4,0:28.0,Defensive rebound by E. Payton,,103,107
4,0:24.0,Shooting foul by T. Hardaway (drawn by E. Payton),,103,107
4,0:24.0,E. Payton makes free throw 1 of 2,,104,107
4,0:24.0,E. Payton makes free throw 2 of 2,,105,107
4,0:19.0,,Personal take foul by J. Randle (drawn by L. Dončić),105,107
4,0:19.0,,L. Dončić makes free throw 1 of 2,105,108
4,0:19.0,,L. Dončić makes free throw 2 of 2,105,109
4,0:09.0,E. Payton makes 3-pt jump shot from 26 ft (assist by J. Randle),,108,109
4,0:07.0,,Turnover by T. Hardaway (bad pass; steal by K. Williams),108,109
4,0:05.0,J. Randle makes 2-pt dunk from 1 ft (assist by E. Payton),,110,109
4,0:05.0,,Dallas full timeout,110,109
4,0:05.0,A. Davis enters the game for J. Randle,,110,109
4,0:05.0,,D. Harris enters the game for J. Brunson,110,109
4,0:01.0,,Personal foul by K. Williams (drawn by L. Dončić),110,109
4,0:01.0,,L. Dončić misses free throw 1 of 2,110,109
4,0:01.0,,Offensive rebound by Team,110,109
4,0:01.0,J. Randle enters the game for E. Payton,,110,109
4,0:01.0,,L. Dončić makes free throw 2 of 2,110,110
4,0:01.0,New Orleans full timeout,,110,110
4,0:01.0,E. Payton enters the game for A. Davis,,110,110
4,0:01.0,,S. Mejri enters the game for L. Dončić,110,110
4,0:01.0,J. Randle misses 2-pt jump shot from 15 ft,,110,110
4,0:01.0,Offensive rebound by Team,,110,110
1OT,4:46.0,,J. Brunson makes 3-pt jump shot from 23 ft (assist by L. Dončić),110,113
1OT,4:33.0,Shooting foul by J. Brunson (drawn by E. Payton),,110,113
1OT,4:33.0,E. Payton makes free throw 1 of 2,,111,113
1OT,4:33.0,E. Payton makes free throw 2 of 2,,112,113
1OT,4:20.0,,L. Dončić misses 2-pt jump shot from 5 ft (block by F. Jackson),112,113
1OT,4:17.0,,Offensive rebound by L. Dončić,112,113
1OT,4:13.0,,L. Dončić misses 3-pt jump shot from 27 ft,112,113
1OT,4:09.0,Defensive rebound by E. Payton,,112,113
1OT,4:04.0,D. Miller makes 3-pt jump shot from 26 ft (assist by E. Payton),,115,113
1OT,3:44.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,115,113
1OT,3:40.0,Defensive rebound by K. Williams,,115,113
1OT,3:25.0,E. Payton misses 3-pt jump shot from 23 ft,,115,113
1OT,3:24.0,,Defensive rebound by Team,115,113
1OT,3:24.0,Loose ball foul by K. Williams (drawn by L. Dončić),,115,113
1OT,3:08.0,,T. Hardaway misses 2-pt hook shot from 4 ft,115,113
1OT,3:05.0,Defensive rebound by C. Diallo,,115,113
1OT,2:52.0,Shooting foul by D. Powell (drawn by C. Diallo),,115,113
1OT,2:52.0,C. Diallo makes free throw 1 of 2,,116,113
1OT,2:52.0,C. Diallo makes free throw 2 of 2,,117,113
1OT,2:36.0,,J. Brunson makes 2-pt layup from 1 ft (assist by L. Dončić),117,115
1OT,2:22.0,Turnover by C. Diallo (lost ball; steal by D. Finney-Smith),,117,115
1OT,2:22.0,Loose ball foul by C. Diallo (drawn by D. Finney-Smith),,117,115
1OT,2:10.0,,L. Dončić misses 2-pt jump shot from 4 ft,117,115
1OT,2:08.0,Defensive rebound by K. Williams,,117,115
1OT,2:08.0,Personal foul by L. Dončić (drawn by K. Williams),,117,115
1OT,1:56.0,E. Payton misses 3-pt jump shot from 27 ft,,117,115
1OT,1:53.0,,Defensive rebound by D. Powell,117,115
1OT,1:42.0,,T. Hardaway misses 3-pt jump shot from 25 ft,117,115
1OT,1:39.0,,Offensive rebound by L. Dončić,117,115
1OT,1:38.0,,T. Hardaway misses 3-pt jump shot from 27 ft,117,115
1OT,1:35.0,Defensive rebound by E. Payton,,117,115
1OT,1:20.0,E. Payton makes 2-pt jump shot from 6 ft,,119,115
1OT,1:20.0,,Dallas full timeout,119,115
1OT,1:12.0,,J. Brunson misses 3-pt jump shot from 25 ft,119,115
1OT,1:08.0,,Offensive rebound by L. Dončić,119,115
1OT,1:08.0,,L. Dončić makes 2-pt layup from 7 ft,119,117
1OT,0:50.0,F. Jackson misses 2-pt jump shot from 5 ft (block by T. Hardaway),,119,117
1OT,0:50.0,Offensive rebound by F. Jackson,,119,117
1OT,0:50.0,F. Jackson makes 2-pt layup from 2 ft,,121,117
1OT,0:43.0,,T. Hardaway misses 3-pt jump shot from 25 ft,121,117
1OT,0:40.0,Defensive rebound by Team,,121,117
1OT,0:32.0,F. Jackson makes 3-pt jump shot from 25 ft,,124,117
1OT,0:32.0,,Dallas full timeout,124,117
1OT,0:32.0,,R. Broekhoff enters the game for J. Brunson,124,117
1OT,0:32.0,,D. Harris enters the game for D. Finney-Smith,124,117
1OT,0:27.0,,L. Dončić misses 2-pt jump shot from 4 ft,124,117
1OT,0:27.0,,Offensive rebound by L. Dončić,124,117
1OT,0:27.0,,L. Dončić makes 2-pt layup from 2 ft,124,119
1OT,0:25.0,Personal take foul by L. Dončić (drawn by F. Jackson),,124,119
1OT,0:25.0,F. Jackson misses free throw 1 of 2,,124,119
1OT,0:25.0,Offensive rebound by Team,,124,119
1OT,0:25.0,F. Jackson makes free throw 2 of 2,,125,119
1OT,0:19.0,,Shooting foul by F. Jackson (drawn by T. Hardaway),125,119
1OT,0:19.0,,T. Hardaway makes free throw 1 of 2,125,120
1OT,0:19.0,,T. Hardaway makes free throw 2 of 2,125,121
1OT,0:17.0,Personal foul by L. Dončić (drawn by E. Payton),,125,121
1OT,0:17.0,E. Payton makes free throw 1 of 2,,126,121
1OT,0:17.0,E. Payton makes free throw 2 of 2,,127,121
1OT,0:10.0,,D. Powell makes 2-pt dunk at rim (assist by L. Dončić),127,123
1OT,0:09.0,Personal foul by D. Harris (drawn by D. Miller),,127,123
1OT,0:09.0,D. Miller makes free throw 1 of 2,,128,123
1OT,0:09.0,D. Miller makes free throw 2 of 2,,129,123
1OT,0:03.0,,D. Powell makes 2-pt layup at rim (assist by L. Dončić),129,125
