QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
4,7:16.0,,Defensive rebound by K. Leonard,104,112
4,7:12.0,,D. Wright makes 2-pt layup from 1 ft (assist by P. Siakam),104,114
4,7:12.0,J. Richardson enters the game for K. Olynyk,,104,114
4,7:12.0,,K. Lowry enters the game for D. Wright,104,114
4,6:51.0,Personal foul by S. Ibaka (drawn by B. Adebayo),,104,114
4,6:43.0,Shooting foul by K. Leonard (drawn by J. Winslow),,104,114
4,6:43.0,J. Winslow makes free throw 1 of 2,,105,114
4,6:43.0,J. Winslow makes free throw 2 of 2,,106,114
4,6:23.0,,Shooting foul by J. Winslow (drawn by F. VanVleet),106,114
4,6:23.0,,F. VanVleet misses free throw 1 of 2,106,114
4,6:23.0,,Offensive rebound by Team,106,114
4,6:23.0,,F. VanVleet makes free throw 2 of 2,106,115
4,6:12.0,D. Wade misses 3-pt jump shot from 27 ft,,106,115
4,6:09.0,,Defensive rebound by K. Leonard,106,115
4,6:05.0,,K. Lowry misses 3-pt jump shot from 25 ft,106,115
4,6:02.0,Defensive rebound by J. Winslow,,106,115
4,5:53.0,Turnover by R. McGruder (lost ball; steal by P. Siakam),,106,115
4,5:49.0,Violation by Team (kicked ball),,106,115
4,5:37.0,,K. Leonard misses 3-pt jump shot from 26 ft,106,115
4,5:33.0,,Offensive rebound by S. Ibaka,106,115
4,5:33.0,,P. Siakam makes 2-pt layup from 1 ft (assist by S. Ibaka),106,117
4,5:33.0,,Shooting foul by J. Winslow (drawn by P. Siakam),106,117
4,5:33.0,,P. Siakam makes free throw 1 of 1,106,118
4,5:17.0,B. Adebayo misses 2-pt jump shot from 5 ft,,106,118
4,5:15.0,,Defensive rebound by S. Ibaka,106,118
4,4:54.0,,K. Lowry makes 3-pt jump shot from 32 ft,106,121
4,4:38.0,D. Wade misses 2-pt layup from 1 ft,,106,121
4,4:36.0,,Defensive rebound by K. Leonard,106,121
4,4:36.0,,D. Green enters the game for S. Ibaka,106,121
4,4:36.0,,J. Valančiūnas enters the game for F. VanVleet,106,121
4,4:28.0,,Turnover by K. Lowry (lost ball; steal by J. Richardson),106,121
4,4:22.0,D. Wade makes 2-pt jump shot from 6 ft,,108,121
4,3:57.0,,D. Green misses 3-pt jump shot from 22 ft,108,121
4,3:54.0,Defensive rebound by B. Adebayo,,108,121
4,3:37.0,R. McGruder makes 2-pt hook shot from 5 ft,,110,121
4,3:37.0,,Toronto full timeout,110,121
4,3:13.0,,K. Lowry misses 3-pt jump shot from 23 ft,110,121
4,3:13.0,,Offensive rebound by Team,110,121
4,3:13.0,,Turnover by Team (shot clock),110,121
4,3:07.0,Personal foul by D. Green (drawn by R. McGruder),,110,121
4,2:54.0,J. Winslow misses 2-pt jump shot from 10 ft,,110,121
4,2:52.0,,Defensive rebound by K. Leonard,110,121
4,2:43.0,,K. Leonard misses 2-pt jump shot from 20 ft,110,121
4,2:40.0,Defensive rebound by J. Richardson,,110,121
4,2:29.0,Turnover by D. Wade (lost ball; steal by K. Leonard),,110,121
4,2:23.0,,P. Siakam makes 2-pt layup from 2 ft (assist by D. Green),110,123
4,2:06.0,R. McGruder misses 3-pt jump shot from 24 ft,,110,123
4,2:03.0,,Defensive rebound by K. Leonard,110,123
4,1:58.0,,K. Leonard misses 3-pt jump shot from 26 ft,110,123
4,1:54.0,Defensive rebound by B. Adebayo,,110,123
4,1:40.0,D. Wade misses 3-pt jump shot from 27 ft,,110,123
4,1:39.0,,Defensive rebound by Team,110,123
4,1:20.0,,Turnover by P. Siakam (bad pass; steal by R. McGruder),110,123
4,1:16.0,J. Winslow makes 2-pt layup from 2 ft (assist by R. McGruder),,112,123
4,1:01.0,,Personal foul by D. Wade (drawn by K. Leonard),112,123
4,1:01.0,,K. Leonard makes free throw 1 of 2,112,124
4,1:01.0,,K. Leonard makes free throw 2 of 2,112,125
4,0:49.0,B. Adebayo misses 2-pt layup at rim,,112,125
4,0:49.0,Offensive rebound by Team,,112,125
4,0:49.0,,Loose ball foul by K. Lowry (drawn by B. Adebayo),112,125
4,0:49.0,B. Adebayo misses free throw 1 of 2,,112,125
4,0:49.0,Offensive rebound by Team,,112,125
4,0:49.0,B. Adebayo misses free throw 2 of 2,,112,125
4,0:48.0,,Defensive rebound by P. Siakam,112,125
4,0:30.0,,K. Lowry misses 3-pt jump shot from 27 ft,112,125
4,0:28.0,Defensive rebound by B. Adebayo,,112,125
4,0:19.0,J. Richardson makes 3-pt jump shot from 31 ft (assist by D. Wade),,115,125
