QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SACRAMENTO_ACTION,LA LAKERS_SCORE,SACRAMENTO_SCORE
4,7:11.0,T. Chandler makes free throw 2 of 2,,102,89
4,6:59.0,,D. Fox misses 2-pt jump shot from 15 ft,102,89
4,6:57.0,Defensive rebound by L. Ball,,102,89
4,6:44.0,T. Chandler makes 2-pt dunk from 1 ft (assist by L. Ball),,104,89
4,6:29.0,,W. Cauley-Stein makes 2-pt hook shot from 9 ft,104,91
4,6:29.0,,Shooting foul by T. Chandler (drawn by W. Cauley-Stein),104,91
4,6:29.0,,W. Cauley-Stein misses free throw 1 of 1,104,91
4,6:26.0,Defensive rebound by T. Chandler,,104,91
4,6:11.0,Turnover by T. Chandler (lost ball; steal by I. Shumpert),,104,91
4,6:08.0,,D. Fox misses 2-pt layup from 3 ft (block by B. Ingram),104,91
4,6:02.0,,Offensive rebound by D. Fox,104,91
4,6:02.0,,D. Fox makes 2-pt layup from 2 ft,104,93
4,5:48.0,Turnover by B. Ingram (lost ball; steal by I. Shumpert),,104,93
4,5:40.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),104,96
4,5:39.0,LA Lakers full timeout,,104,96
4,5:39.0,K. Kuzma enters the game for B. Ingram,,104,96
4,5:23.0,L. Ball makes 2-pt layup from 2 ft,,106,96
4,5:03.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),106,99
4,4:49.0,Personal foul by I. Shumpert (drawn by K. Kuzma),,106,99
4,4:44.0,Turnover by K. Kuzma (out of bounds lost ball),,106,99
4,4:35.0,,B. Bogdanović makes 2-pt jump shot from 13 ft,106,101
4,4:26.0,Turnover by T. Chandler (offensive foul),,106,101
4,4:26.0,Offensive foul by T. Chandler (drawn by D. Fox),,106,101
4,4:19.0,,D. Fox misses 2-pt layup from 2 ft,106,101
4,4:16.0,Defensive rebound by L. Ball,,106,101
4,4:09.0,Shooting foul by W. Cauley-Stein (drawn by T. Chandler),,106,101
4,4:09.0,T. Chandler makes free throw 1 of 2,,107,101
4,4:09.0,T. Chandler makes free throw 2 of 2,,108,101
4,4:01.0,,D. Fox makes 2-pt jump shot from 7 ft,108,103
4,3:41.0,K. Kuzma misses 3-pt jump shot from 25 ft,,108,103
4,3:39.0,,Defensive rebound by W. Cauley-Stein,108,103
4,3:28.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),108,105
4,3:03.0,L. Ball misses 3-pt jump shot from 25 ft,,108,105
4,3:02.0,Offensive rebound by Team,,108,105
4,3:02.0,,Loose ball foul by W. Cauley-Stein (drawn by T. Chandler),108,105
4,3:02.0,B. Ingram enters the game for K. Caldwell-Pope,,108,105
4,2:58.0,B. Ingram misses 3-pt jump shot from 25 ft,,108,105
4,2:54.0,,Defensive rebound by W. Cauley-Stein,108,105
4,2:50.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Fox),108,107
4,2:49.0,LA Lakers full timeout,,108,107
4,2:28.0,B. Ingram misses 2-pt jump shot from 9 ft,,108,107
4,2:26.0,,Defensive rebound by J. Jackson,108,107
4,2:15.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,108,107
4,2:10.0,Defensive rebound by T. Chandler,,108,107
4,1:54.0,K. Kuzma misses 2-pt jump shot from 8 ft,,108,107
4,1:52.0,,Defensive rebound by W. Cauley-Stein,108,107
4,1:46.0,,D. Fox misses 2-pt layup from 3 ft (block by B. Ingram),108,107
4,1:44.0,Defensive rebound by T. Chandler,,108,107
4,1:42.0,L. Ball makes 2-pt layup from 1 ft,,110,107
4,1:42.0,,Sacramento full timeout,110,107
4,1:42.0,K. Caldwell-Pope enters the game for L. Ball,,110,107
4,1:25.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,110,109
4,1:11.0,K. Kuzma makes 2-pt layup from 1 ft,,112,109
4,1:02.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,112,109
4,1:00.0,,Offensive rebound by I. Shumpert,112,109
4,0:59.0,,Shooting foul by K. Kuzma (drawn by J. Jackson),112,109
4,0:59.0,,J. Jackson makes free throw 1 of 3,112,110
4,0:59.0,,J. Jackson makes free throw 2 of 3,112,111
4,0:59.0,,J. Jackson makes free throw 3 of 3,112,112
4,0:41.0,K. Kuzma makes 3-pt jump shot from 23 ft,,115,112
4,0:39.0,,Personal foul by K. Caldwell-Pope (drawn by D. Fox),115,112
4,0:39.0,,D. Fox makes free throw 1 of 2,115,113
4,0:39.0,,D. Fox makes free throw 2 of 2,115,114
4,0:18.0,K. Kuzma misses 2-pt layup from 5 ft,,115,114
4,0:15.0,,Defensive rebound by I. Shumpert,115,114
4,0:13.0,,B. Bogdanović misses 2-pt layup from 8 ft (block by J. Hart),115,114
4,0:13.0,,Offensive rebound by J. Jackson,115,114
4,0:10.0,,J. Jackson misses 2-pt layup from 4 ft,115,114
4,0:05.0,Defensive rebound by K. Kuzma,,115,114
4,0:04.0,Personal foul by D. Fox (drawn by B. Ingram),,115,114
4,0:04.0,B. Ingram makes free throw 1 of 2,,116,114
4,0:04.0,,K. Koufos enters the game for I. Shumpert,116,114
4,0:04.0,B. Ingram misses free throw 2 of 2,,116,114
4,0:04.0,,Defensive rebound by W. Cauley-Stein,116,114
4,0:04.0,,Sacramento full timeout,116,114
4,0:04.0,,N. Bjelica enters the game for J. Jackson,116,114
4,0:04.0,,B. Hield enters the game for K. Koufos,116,114
4,0:00.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by N. Bjelica),116,117
