QUARTER,TIME_REMAINING,DENVER_ACTION,OKLAHOMA CITY_ACTION,DENVER_SCORE,OKLAHOMA CITY_SCORE
4,8:41.0,,D. Schröder misses 2-pt layup from 1 ft,83,75
4,8:40.0,,Offensive rebound by N. Noel,83,75
4,8:37.0,,R. Westbrook misses 3-pt jump shot from 26 ft,83,75
4,8:33.0,Defensive rebound by N. Jokić,,83,75
4,8:30.0,Personal foul by P. George (drawn by T. Lyles),,83,75
4,8:30.0,,Á. Abrines enters the game for P. George,83,75
4,8:18.0,N. Jokić misses 2-pt layup from 1 ft,,83,75
4,8:15.0,Offensive rebound by N. Jokić,,83,75
4,8:15.0,N. Jokić makes 2-pt layup from 1 ft,,85,75
4,8:04.0,,Personal foul by T. Lyles (drawn by N. Noel),85,75
4,8:04.0,,S. Adams enters the game for N. Noel,85,75
4,7:57.0,,R. Westbrook misses 2-pt jump shot from 17 ft,85,75
4,7:56.0,,Offensive rebound by Team,85,75
4,7:56.0,Loose ball foul by J. Murray (drawn by S. Adams),,85,75
4,7:45.0,,D. Burton misses 2-pt layup from 1 ft,85,75
4,7:43.0,Defensive rebound by T. Lyles,,85,75
4,7:23.0,N. Jokić misses 3-pt jump shot from 29 ft,,85,75
4,7:18.0,Offensive rebound by T. Craig,,85,75
4,7:13.0,M. Morris makes 2-pt jump shot from 5 ft (assist by T. Lyles),,87,75
4,7:04.0,,D. Burton makes 2-pt layup from 1 ft (assist by R. Westbrook),87,77
4,6:46.0,Shooting foul by D. Burton (drawn by N. Jokić),,87,77
4,6:46.0,N. Jokić makes free throw 1 of 2,,88,77
4,6:46.0,P. Millsap enters the game for T. Lyles,,88,77
4,6:46.0,,P. George enters the game for Á. Abrines,88,77
4,6:46.0,N. Jokić makes free throw 2 of 2,,89,77
4,6:33.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by D. Schröder),89,79
4,6:15.0,Turnover by T. Craig (bad pass; steal by D. Burton),,89,79
4,5:57.0,,R. Westbrook misses 3-pt jump shot from 25 ft,89,79
4,5:55.0,Defensive rebound by N. Jokić,,89,79
4,5:48.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,92,79
4,5:46.0,,Oklahoma City full timeout,92,79
4,5:46.0,J. Hernangómez enters the game for M. Morris,,92,79
4,5:46.0,,J. Grant enters the game for D. Burton,92,79
4,5:34.0,,P. George misses 2-pt layup from 1 ft (block by N. Jokić),92,79
4,5:33.0,Defensive rebound by Team,,92,79
4,5:20.0,N. Jokić misses 2-pt layup from 1 ft,,92,79
4,5:19.0,,Defensive rebound by S. Adams,92,79
4,5:10.0,,R. Westbrook misses 3-pt jump shot from 25 ft,92,79
4,5:03.0,,Offensive rebound by P. George,92,79
4,5:03.0,,P. George misses 2-pt layup from 1 ft,92,79
4,5:03.0,Defensive rebound by J. Murray,,92,79
4,4:50.0,P. Millsap misses 2-pt jump shot from 16 ft,,92,79
4,4:48.0,,Defensive rebound by Team,92,79
4,4:41.0,,P. George makes 3-pt jump shot from 26 ft (assist by J. Grant),92,82
4,4:22.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Murray),,94,82
4,4:13.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),94,84
4,3:50.0,J. Murray makes 2-pt layup from 1 ft,,96,84
4,3:42.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by R. Westbrook),96,87
4,3:24.0,J. Murray misses 2-pt jump shot from 12 ft,,96,87
4,3:24.0,Offensive rebound by Team,,96,87
4,3:24.0,,Loose ball foul by J. Grant (drawn by P. Millsap),96,87
4,3:24.0,P. Millsap misses free throw 1 of 2,,96,87
4,3:24.0,Offensive rebound by Team,,96,87
4,3:24.0,,Oklahoma City full timeout,96,87
4,3:24.0,M. Plumlee enters the game for N. Jokić,,96,87
4,3:24.0,P. Millsap misses free throw 2 of 2,,96,87
4,3:22.0,,Defensive rebound by R. Westbrook,96,87
4,3:12.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),96,90
4,3:07.0,Denver full timeout,,96,90
4,3:07.0,N. Jokić enters the game for M. Plumlee,,96,90
4,2:45.0,N. Jokić misses 2-pt jump shot from 13 ft,,96,90
4,2:42.0,,Defensive rebound by R. Westbrook,96,90
4,2:35.0,,R. Westbrook misses 3-pt jump shot from 25 ft,96,90
4,2:32.0,Defensive rebound by J. Murray,,96,90
4,2:24.0,Personal foul by R. Westbrook (drawn by N. Jokić),,96,90
4,2:24.0,N. Jokić makes free throw 1 of 2,,97,90
4,2:24.0,N. Jokić misses free throw 2 of 2,,97,90
4,2:22.0,,Defensive rebound by R. Westbrook,97,90
4,2:09.0,,P. George makes 2-pt layup from 1 ft,97,92
4,1:47.0,N. Jokić makes 2-pt jump shot from 7 ft (assist by J. Murray),,99,92
4,1:37.0,,J. Grant misses 3-pt jump shot from 23 ft,99,92
4,1:32.0,,Offensive rebound by R. Westbrook,99,92
4,1:30.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),99,94
4,1:10.0,J. Hernangómez misses 2-pt jump shot from 12 ft,,99,94
4,1:07.0,Offensive rebound by T. Craig,,99,94
4,1:06.0,T. Craig makes 2-pt layup from 1 ft,,101,94
4,1:06.0,,Oklahoma City full timeout,101,94
4,1:06.0,M. Plumlee enters the game for N. Jokić,,101,94
4,1:01.0,,S. Adams misses 2-pt layup from 2 ft (block by M. Plumlee),101,94
4,1:00.0,Defensive rebound by J. Hernangómez,,101,94
4,1:00.0,Personal foul by S. Adams (drawn by J. Hernangómez),,101,94
4,1:00.0,J. Hernangómez makes free throw 1 of 2,,102,94
4,1:00.0,J. Hernangómez makes free throw 2 of 2,,103,94
4,0:54.0,,R. Westbrook misses 3-pt jump shot from 26 ft,103,94
4,0:51.0,Defensive rebound by P. Millsap,,103,94
4,0:49.0,T. Craig makes 2-pt dunk from 1 ft (assist by P. Millsap),,105,94
4,0:42.0,,Shooting foul by M. Plumlee (drawn by D. Schröder),105,94
4,0:42.0,,D. Schröder makes free throw 1 of 2,105,95
4,0:42.0,,D. Burton enters the game for S. Adams,105,95
4,0:42.0,,T. Luwawu-Cabarrot enters the game for P. George,105,95
4,0:42.0,,N. Noel enters the game for R. Westbrook,105,95
4,0:42.0,,D. Schröder makes free throw 2 of 2,105,96
4,0:26.0,J. Murray misses 2-pt layup from 1 ft (block by T. Luwawu-Cabarrot),,105,96
4,0:24.0,,Defensive rebound by D. Burton,105,96
4,0:22.0,,D. Schröder misses 3-pt jump shot from 25 ft,105,96
4,0:19.0,Defensive rebound by J. Hernangómez,,105,96
4,0:14.0,Turnover by J. Hernangómez (lost ball; steal by N. Noel),,105,96
4,0:10.0,,J. Grant makes 2-pt layup from 1 ft (assist by N. Noel),105,98
