QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW ORLEANS_ACTION,LA LAKERS_SCORE,NEW ORLEANS_SCORE
4,6:29.0,,F. Jackson misses 3-pt jump shot from 23 ft,97,115
4,6:24.0,,Offensive rebound by J. Randle,97,115
4,6:24.0,,Turnover by I. Clark (step out of bounds),97,115
4,6:19.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),,99,115
4,5:59.0,,J. Holiday misses 3-pt jump shot from 26 ft,99,115
4,5:56.0,Defensive rebound by L. Stephenson,,99,115
4,5:46.0,K. Kuzma misses 3-pt jump shot from 23 ft,,99,115
4,5:44.0,,Defensive rebound by F. Jackson,99,115
4,5:40.0,,New Orleans full timeout,99,115
4,5:40.0,B. Ingram enters the game for L. Stephenson,,99,115
4,5:23.0,,J. Randle makes 2-pt layup from 2 ft,99,117
4,5:02.0,Shooting foul by F. Jackson (drawn by L. James),,99,117
4,5:02.0,L. James makes free throw 1 of 2,,100,117
4,5:02.0,J. Hart enters the game for K. Kuzma,,100,117
4,5:02.0,L. James misses free throw 2 of 2,,100,117
4,5:00.0,,Defensive rebound by J. Randle,100,117
4,4:49.0,,F. Jackson misses 3-pt jump shot from 24 ft,100,117
4,4:45.0,Defensive rebound by L. James,,100,117
4,4:35.0,L. James makes 2-pt layup from 2 ft,,102,117
4,4:25.0,,Personal foul by R. Bullock (drawn by J. Holiday),102,117
4,4:25.0,,E. Payton enters the game for F. Jackson,102,117
4,4:17.0,,I. Clark makes 2-pt layup from 3 ft (assist by E. Payton),102,119
4,3:53.0,B. Ingram makes 2-pt layup from 2 ft (assist by L. James),,104,119
4,3:34.0,,Turnover by J. Randle (bad pass; steal by J. Hart),104,119
4,3:23.0,J. Hart misses 2-pt layup from 1 ft,,104,119
4,3:20.0,,Defensive rebound by K. Williams,104,119
4,3:18.0,,Shooting foul by B. Ingram (drawn by J. Randle),104,119
4,3:18.0,,New Orleans full timeout,104,119
4,3:18.0,LA Lakers full timeout,,104,119
4,3:18.0,,J. Randle makes free throw 1 of 2,104,120
4,3:18.0,,J. Randle makes free throw 2 of 2,104,121
4,3:05.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by L. James),,107,121
4,2:39.0,,J. Holiday makes 2-pt layup from 1 ft,107,123
4,2:27.0,Personal foul by E. Payton (drawn by R. Bullock),,107,123
4,2:27.0,R. Bullock makes free throw 1 of 2,,108,123
4,2:27.0,K. Caldwell-Pope enters the game for R. Rondo,,108,123
4,2:27.0,R. Bullock makes free throw 2 of 2,,109,123
4,2:03.0,,I. Clark makes 3-pt jump shot from 23 ft (assist by K. Williams),109,126
4,1:39.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by L. James),,112,126
4,1:39.0,,New Orleans full timeout,112,126
4,1:39.0,A. Caruso enters the game for R. Bullock,,112,126
4,1:39.0,M. Wagner enters the game for L. James,,112,126
4,1:16.0,,K. Williams makes 2-pt layup from 1 ft (assist by J. Holiday),112,128
4,1:01.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,115,128
4,0:47.0,,Personal foul by B. Ingram (drawn by J. Randle),115,128
4,0:39.0,,Turnover by E. Payton (bad pass),115,128
4,0:29.0,Turnover by K. Caldwell-Pope (back court),,115,128
4,0:29.0,,C. Diallo enters the game for J. Holiday,115,128
4,0:29.0,,F. Jackson enters the game for J. Randle,115,128
4,0:05.0,,Turnover by Team (shot clock),115,128
4,0:02.0,B. Ingram misses 3-pt jump shot from 28 ft,,115,128
4,0:02.0,,Defensive rebound by C. Diallo,115,128
