QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
4,7:48.0,M. Belinelli enters the game for J. Poeltl,,100,96
4,7:27.0,B. Forbes misses 2-pt layup from 3 ft,,100,96
4,7:25.0,Offensive rebound by L. Aldridge,,100,96
4,7:25.0,L. Aldridge makes 2-pt layup from 1 ft,,102,96
4,7:25.0,,Minnesota full timeout,102,96
4,7:25.0,,Technical foul by J. Teague,102,96
4,7:25.0,P. Mills enters the game for D. Bertāns,,102,96
4,7:25.0,,A. Wiggins enters the game for A. Tolliver,102,96
4,7:25.0,M. Belinelli makes technical free throw,,103,96
4,7:17.0,,Personal foul by P. Mills (drawn by J. Teague),103,96
4,7:08.0,,Shooting foul by M. Belinelli (drawn by J. Teague),103,96
4,7:08.0,,J. Teague misses free throw 1 of 2,103,96
4,7:08.0,,Offensive rebound by Team,103,96
4,7:08.0,,J. Teague makes free throw 2 of 2,103,97
4,6:48.0,Turnover by R. Gay (lost ball; steal by D. Šarić),,103,97
4,6:43.0,,J. Okogie makes 2-pt layup from 2 ft,103,99
4,6:26.0,P. Mills misses 2-pt layup from 3 ft (block by T. Gibson),,103,99
4,6:23.0,,Defensive rebound by T. Gibson,103,99
4,6:13.0,,J. Okogie misses 3-pt jump shot from 25 ft,103,99
4,6:11.0,Defensive rebound by M. Belinelli,,103,99
4,5:59.0,L. Aldridge makes 2-pt jump shot from 14 ft,,105,99
4,5:35.0,,Shooting foul by L. Aldridge (drawn by J. Teague),105,99
4,5:35.0,,J. Teague makes free throw 1 of 2,105,100
4,5:35.0,D. Bertāns enters the game for R. Gay,,105,100
4,5:35.0,D. White enters the game for P. Mills,,105,100
4,5:35.0,,D. Rose enters the game for J. Okogie,105,100
4,5:35.0,,J. Teague makes free throw 2 of 2,105,101
4,5:19.0,L. Aldridge misses 2-pt jump shot from 18 ft,,105,101
4,5:17.0,,Defensive rebound by T. Gibson,105,101
4,5:06.0,,T. Gibson misses 2-pt layup from 3 ft,105,101
4,5:04.0,Defensive rebound by D. Bertāns,,105,101
4,4:57.0,L. Aldridge misses 2-pt layup from 1 ft (block by T. Gibson),,105,101
4,4:53.0,,Defensive rebound by T. Gibson,105,101
4,4:45.0,,Shooting foul by M. Belinelli (drawn by A. Wiggins),105,101
4,4:45.0,,A. Wiggins misses free throw 1 of 2,105,101
4,4:45.0,,Offensive rebound by Team,105,101
4,4:45.0,,K. Towns enters the game for T. Gibson,105,101
4,4:45.0,,A. Wiggins misses free throw 2 of 2,105,101
4,4:42.0,,Offensive rebound by D. Šarić,105,101
4,4:36.0,,J. Teague misses 3-pt jump shot from 26 ft,105,101
4,4:33.0,Defensive rebound by B. Forbes,,105,101
4,4:18.0,D. White makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,108,101
4,3:58.0,,D. Rose misses 3-pt jump shot from 24 ft,108,101
4,3:55.0,Defensive rebound by D. White,,108,101
4,3:50.0,Turnover by L. Aldridge (off goaltending),,108,101
4,3:36.0,,K. Towns makes 2-pt jump shot from 2 ft (assist by J. Teague),108,103
4,3:20.0,M. Belinelli misses 3-pt jump shot from 26 ft,,108,103
4,3:17.0,,Defensive rebound by D. Šarić,108,103
4,3:06.0,,A. Wiggins makes 2-pt jump shot from 17 ft,108,105
4,3:05.0,San Antonio full timeout,,108,105
4,3:05.0,,Minnesota full timeout,108,105
4,3:05.0,R. Gay enters the game for B. Forbes,,108,105
4,2:56.0,Turnover by D. White (lost ball; steal by J. Teague),,108,105
4,2:45.0,,K. Towns misses 3-pt jump shot from 24 ft,108,105
4,2:43.0,Defensive rebound by L. Aldridge,,108,105
4,2:27.0,Personal foul by K. Towns (drawn by L. Aldridge),,108,105
4,2:27.0,,T. Gibson enters the game for K. Towns,108,105
4,2:19.0,Personal foul by T. Gibson (drawn by L. Aldridge),,108,105
4,2:12.0,Turnover by D. White (bad pass),,108,105
4,1:58.0,,Turnover by A. Wiggins (bad pass; steal by M. Belinelli),108,105
4,1:56.0,M. Belinelli makes 2-pt dunk from 1 ft,,110,105
4,1:44.0,,J. Teague makes 2-pt layup from 1 ft,110,107
4,1:23.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by M. Belinelli),,112,107
4,1:23.0,,Minnesota full timeout,112,107
4,1:18.0,,Shooting foul by R. Gay (drawn by D. Rose),112,107
4,1:18.0,,D. Rose makes free throw 1 of 2,112,108
4,1:18.0,,D. Rose makes free throw 2 of 2,112,109
4,1:04.0,Offensive foul by L. Aldridge (drawn by T. Gibson),,112,109
4,1:04.0,Turnover by L. Aldridge (offensive foul),,112,109
4,0:55.0,,D. Rose makes 2-pt layup from 3 ft,112,111
4,0:37.0,R. Gay makes 2-pt jump shot from 13 ft,,114,111
4,0:30.0,,D. Rose makes 2-pt layup from 1 ft,114,113
4,0:07.0,M. Belinelli misses 2-pt jump shot from 9 ft,,114,113
4,0:05.0,Offensive rebound by Team,,114,113
4,0:05.0,,G. Dieng enters the game for T. Gibson,114,113
4,0:05.0,,J. Okogie enters the game for J. Teague,114,113
4,0:04.0,Personal take foul by D. Rose (drawn by M. Belinelli),,114,113
4,0:04.0,M. Belinelli makes free throw 1 of 2,,115,113
4,0:04.0,B. Forbes enters the game for D. Bertāns,,115,113
4,0:04.0,,T. Gibson enters the game for G. Dieng,115,113
4,0:04.0,M. Belinelli makes free throw 2 of 2,,116,113
4,0:04.0,,Minnesota full timeout,116,113
4,0:04.0,D. Bertāns enters the game for M. Belinelli,,116,113
4,0:04.0,P. Mills enters the game for B. Forbes,,116,113
4,0:04.0,,J. Teague enters the game for J. Okogie,116,113
4,0:00.0,,D. Rose misses 3-pt jump shot from 26 ft,116,113
4,0:00.0,,Offensive rebound by Team,116,113
