QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
4,4:53.0,,T. Gibson makes 2-pt layup at rim (assist by K. Towns),84,89
4,4:25.0,M. Conley misses 3-pt jump shot from 25 ft,,84,89
4,4:23.0,,Defensive rebound by T. Gibson,84,89
4,4:10.0,,K. Towns misses 3-pt jump shot from 26 ft,84,89
4,4:08.0,,Offensive rebound by T. Gibson,84,89
4,3:55.0,,A. Wiggins misses 3-pt jump shot from 25 ft,84,89
4,3:52.0,Defensive rebound by Team,,84,89
4,3:52.0,B. Caboclo enters the game for S. Mack,,84,89
4,3:36.0,J. Jackson misses 3-pt jump shot from 25 ft,,84,89
4,3:35.0,Offensive rebound by Team,,84,89
4,3:35.0,,Loose ball foul by J. Bayless (drawn by K. Anderson),84,89
4,3:29.0,M. Gasol misses 3-pt jump shot from 25 ft,,84,89
4,3:22.0,Offensive rebound by B. Caboclo,,84,89
4,3:22.0,B. Caboclo makes 2-pt layup at rim,,86,89
4,3:04.0,,Turnover by A. Wiggins (traveling),86,89
4,2:53.0,Turnover by M. Conley (bad pass; steal by J. Bayless),,86,89
4,2:51.0,,Turnover by T. Gibson (out of bounds lost ball),86,89
4,2:51.0,Memphis full timeout,,86,89
4,2:39.0,Personal foul by A. Tolliver (drawn by J. Jackson),,86,89
4,2:39.0,J. Jackson makes free throw 1 of 2,,87,89
4,2:39.0,J. Jackson makes free throw 2 of 2,,88,89
4,2:20.0,,A. Wiggins misses 3-pt jump shot from 26 ft,88,89
4,2:16.0,,Offensive rebound by J. Bayless,88,89
4,2:09.0,,J. Bayless misses 2-pt jump shot from 19 ft,88,89
4,2:04.0,Defensive rebound by M. Gasol,,88,89
4,1:57.0,B. Caboclo makes 3-pt jump shot from 24 ft (assist by M. Conley),,91,89
4,1:48.0,,Personal foul by M. Gasol (drawn by K. Towns),91,89
4,1:41.0,,A. Tolliver misses 3-pt jump shot from 25 ft,91,89
4,1:37.0,,Offensive rebound by K. Towns,91,89
4,1:36.0,,K. Towns makes 2-pt jump shot from 7 ft,91,91
4,1:15.0,J. Jackson makes 2-pt layup from 1 ft (assist by M. Conley),,93,91
4,0:51.0,,K. Towns misses 3-pt jump shot from 46 ft,93,91
4,0:51.0,,Offensive rebound by Team,93,91
4,0:51.0,,Turnover by Team (shot clock),93,91
4,0:36.0,Offensive foul by J. Jackson (drawn by A. Tolliver),,93,91
4,0:36.0,Turnover by J. Jackson (offensive foul),,93,91
4,0:36.0,,Minnesota full timeout,93,91
4,0:36.0,J. Noah enters the game for J. Jackson,,93,91
4,0:36.0,,D. Šarić enters the game for T. Gibson,93,91
4,0:33.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Bayless),93,93
4,0:28.0,Memphis full timeout,,93,93
4,0:28.0,S. Mack enters the game for J. Noah,,93,93
4,0:28.0,,T. Gibson enters the game for D. Šarić,93,93
4,0:16.0,M. Conley misses 2-pt layup at rim,,93,93
4,0:13.0,,Defensive rebound by K. Towns,93,93
4,0:03.0,,J. Bayless misses 2-pt jump shot from 20 ft,93,93
4,0:00.0,,Offensive rebound by Team,93,93
4,0:00.0,,J. Bayless misses 2-pt jump shot from 11 ft,93,93
4,0:00.0,,Offensive rebound by Team,93,93
1OT,4:41.0,,K. Towns misses 3-pt jump shot from 25 ft,93,93
1OT,4:37.0,,Offensive rebound by A. Wiggins,93,93
1OT,4:31.0,,Offensive foul by K. Towns (drawn by M. Conley),93,93
1OT,4:31.0,,Turnover by K. Towns (offensive foul),93,93
1OT,4:11.0,M. Gasol makes 2-pt hook shot from 8 ft,,95,93
1OT,3:52.0,,Turnover by K. Towns (bad pass; steal by M. Conley),95,93
1OT,3:33.0,M. Gasol misses 2-pt jump shot from 14 ft,,95,93
1OT,3:31.0,,Defensive rebound by A. Tolliver,95,93
1OT,3:24.0,,J. Bayless makes 2-pt layup from 1 ft,95,95
1OT,3:24.0,,Shooting foul by I. Rabb (drawn by J. Bayless),95,95
1OT,3:24.0,,J. Bayless misses free throw 1 of 1,95,95
1OT,3:22.0,Defensive rebound by K. Anderson,,95,95
1OT,3:07.0,M. Conley makes 2-pt jump shot from 12 ft,,97,95
1OT,2:41.0,,T. Gibson misses 3-pt jump shot from 27 ft,97,95
1OT,2:41.0,,Offensive rebound by Team,97,95
1OT,2:40.0,,Turnover by Team (shot clock),97,95
1OT,2:29.0,Personal foul by J. Bayless (drawn by M. Conley),,97,95
1OT,2:28.0,Personal foul by T. Gibson (drawn by M. Gasol),,97,95
1OT,2:15.0,M. Conley misses 2-pt jump shot from 18 ft,,97,95
1OT,2:11.0,,Defensive rebound by A. Tolliver,97,95
1OT,1:59.0,,A. Tolliver misses 3-pt jump shot from 24 ft,97,95
1OT,1:56.0,Defensive rebound by Team,,97,95
1OT,1:37.0,B. Caboclo misses 3-pt jump shot from 22 ft,,97,95
1OT,1:34.0,,Defensive rebound by K. Towns,97,95
1OT,1:27.0,,J. Bayless makes 2-pt layup from 1 ft,97,97
1OT,1:05.0,M. Gasol misses 2-pt hook shot from 11 ft,,97,97
1OT,1:02.0,,Defensive rebound by A. Tolliver,97,97
1OT,0:46.0,,K. Towns misses 3-pt jump shot from 25 ft,97,97
1OT,0:44.0,Defensive rebound by B. Caboclo,,97,97
1OT,0:39.0,Memphis full timeout,,97,97
1OT,0:27.0,,Minnesota full timeout,97,97
1OT,0:25.0,Turnover by M. Gasol (lost ball; steal by T. Gibson),,97,97
1OT,0:03.0,,A. Wiggins misses 2-pt jump shot from 23 ft,97,97
1OT,0:03.0,,Offensive rebound by K. Towns,97,97
1OT,0:00.0,,K. Towns makes 2-pt jump shot from 14 ft,97,99
