QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
4,0:37.0,J. McRae makes 3-pt jump shot from 27 ft (assist by G. Payton),,106,115
4,0:35.0,,Turnover by J. Clarkson (bad pass; steal by G. Payton),106,115
4,0:35.0,T. Brown makes 2-pt layup at rim (assist by G. Payton),,108,115
4,0:35.0,,Cleveland full timeout,108,115
4,0:35.0,,R. Hood enters the game for L. Nance,108,115
4,0:34.0,,Personal foul by J. McRae (drawn by C. Sexton),108,115
4,0:34.0,,C. Sexton misses free throw 1 of 2,108,115
4,0:34.0,,Offensive rebound by Team,108,115
4,0:34.0,,L. Nance enters the game for R. Hood,108,115
4,0:34.0,,C. Sexton misses free throw 2 of 2,108,115
4,0:33.0,Defensive rebound by T. Bryant,,108,115
4,0:33.0,Washington full timeout,,108,115
4,0:33.0,,R. Hood enters the game for C. Sexton,108,115
4,0:30.0,J. McRae makes 3-pt jump shot from 26 ft (assist by G. Payton),,111,115
4,0:24.0,,Personal take foul by G. Payton (drawn by J. Clarkson),111,115
4,0:24.0,,J. Clarkson makes free throw 1 of 2,111,116
4,0:24.0,,J. Clarkson misses free throw 2 of 2,111,116
4,0:23.0,Defensive rebound by T. Bryant,,111,116
4,0:18.0,Personal foul by A. Burks (drawn by J. McRae),,111,116
4,0:18.0,J. McRae makes free throw 1 of 2,,112,116
4,0:18.0,J. McRae makes free throw 2 of 2,,113,116
4,0:11.0,,Personal take foul by T. Bryant (drawn by C. Osman),113,116
4,0:11.0,,C. Osman misses free throw 1 of 2,113,116
4,0:11.0,,Offensive rebound by Team,113,116
4,0:11.0,,C. Osman misses free throw 2 of 2,113,116
4,0:11.0,Defensive rebound by T. Bryant,,113,116
4,0:10.0,Washington full timeout,,113,116
4,0:01.0,T. Brown misses 3-pt jump shot from 24 ft (block by C. Osman),,113,116
4,0:01.0,,Defensive rebound by C. Osman,113,116
