QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
3,0:01.0,B. Ingram misses 2-pt jump shot from 19 ft,,68,83
3,0:01.0,,Defensive rebound by J. Crowder,68,83
4,11:49.0,L. Stephenson makes 2-pt layup from 3 ft,,70,83
4,11:39.0,,Shooting foul by I. Zubac (drawn by R. O'Neale),70,83
4,11:39.0,,R. O'Neale makes free throw 1 of 2,70,84
4,11:39.0,,R. O'Neale makes free throw 2 of 2,70,85
4,11:30.0,,Violation by Team (kicked ball),70,85
4,11:26.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,70,85
4,11:24.0,,Defensive rebound by D. Favors,70,85
4,11:07.0,,J. Crowder misses 2-pt jump shot from 11 ft,70,85
4,11:05.0,Defensive rebound by J. Hart,,70,85
4,10:58.0,Turnover by S. Mykhailiuk (bad pass; steal by G. Niang),,70,85
4,10:37.0,,J. Crowder misses 2-pt jump shot from 14 ft,70,85
4,10:34.0,Defensive rebound by J. Hart,,70,85
4,10:30.0,S. Mykhailiuk misses 3-pt jump shot from 24 ft,,70,85
4,10:25.0,,Defensive rebound by R. O'Neale,70,85
4,10:25.0,,K. Korver enters the game for J. Crowder,70,85
4,10:13.0,,K. Korver misses 3-pt jump shot from 23 ft,70,85
4,10:11.0,Defensive rebound by L. Stephenson,,70,85
4,10:04.0,I. Zubac misses 2-pt hook shot from 8 ft,,70,85
4,10:02.0,,Defensive rebound by D. Favors,70,85
4,9:53.0,,D. Favors misses 2-pt layup from 2 ft,70,85
4,9:48.0,,Offensive rebound by D. Favors,70,85
4,9:48.0,,D. Favors makes 2-pt layup at rim,70,87
4,9:37.0,L. Stephenson makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),,73,87
4,9:15.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by G. Niang),73,90
4,9:12.0,LA Lakers full timeout,,73,90
4,9:12.0,L. Ball enters the game for K. Caldwell-Pope,,73,90
4,9:12.0,M. Beasley enters the game for S. Mykhailiuk,,73,90
4,9:12.0,K. Kuzma enters the game for I. Zubac,,73,90
4,9:12.0,,R. Gobert enters the game for D. Favors,73,90
4,9:12.0,,D. Mitchell enters the game for J. Ingles,73,90
4,9:04.0,J. Hart misses 3-pt jump shot from 26 ft,,73,90
4,9:00.0,,Defensive rebound by R. O'Neale,73,90
4,8:41.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by G. Niang),73,93
4,8:27.0,Turnover by L. Ball (bad pass; steal by G. Niang),,73,93
4,8:23.0,,R. O'Neale misses 3-pt jump shot from 23 ft,73,93
4,8:19.0,Defensive rebound by L. Stephenson,,73,93
4,8:03.0,Turnover by M. Beasley (lost ball; steal by R. O'Neale),,73,93
4,7:58.0,,G. Niang misses 3-pt jump shot from 23 ft,73,93
4,7:54.0,Defensive rebound by L. Stephenson,,73,93
4,7:49.0,L. Ball misses 2-pt layup from 2 ft (block by R. Gobert),,73,93
4,7:49.0,Offensive rebound by Team,,73,93
4,7:43.0,M. Beasley misses 2-pt jump shot from 4 ft,,73,93
4,7:41.0,,Defensive rebound by R. Gobert,73,93
4,7:29.0,,G. Niang misses 3-pt jump shot from 24 ft,73,93
4,7:27.0,Defensive rebound by L. Ball,,73,93
4,7:22.0,L. Stephenson misses 3-pt jump shot from 24 ft,,73,93
4,7:19.0,,Defensive rebound by R. Gobert,73,93
4,7:02.0,,R. Gobert makes 2-pt layup from 2 ft (assist by K. Korver),73,95
4,6:50.0,M. Beasley makes 2-pt jump shot from 9 ft (assist by L. Ball),,75,95
4,6:32.0,,K. Korver misses 3-pt jump shot from 23 ft (block by M. Beasley),75,95
4,6:32.0,,Offensive rebound by Team,75,95
4,6:32.0,B. Ingram enters the game for L. Stephenson,,75,95
4,6:29.0,,Turnover by D. Mitchell (bad pass; steal by M. Beasley),75,95
4,6:26.0,M. Beasley makes 2-pt layup from 1 ft,,77,95
4,6:26.0,Shooting foul by R. O'Neale (drawn by M. Beasley),,77,95
4,6:26.0,M. Beasley misses free throw 1 of 1,,77,95
4,6:24.0,,Defensive rebound by R. Gobert,77,95
4,6:17.0,,Turnover by D. Mitchell (lost ball; steal by K. Kuzma),77,95
4,6:13.0,K. Kuzma makes 2-pt dunk from 1 ft,,79,95
4,6:11.0,,Utah full timeout,79,95
4,6:11.0,,J. Crowder enters the game for K. Korver,79,95
4,6:11.0,,J. Ingles enters the game for G. Niang,79,95
4,5:56.0,,Personal foul by J. Hart (drawn by R. Gobert),79,95
4,5:56.0,K. Caldwell-Pope enters the game for J. Hart,,79,95
4,5:47.0,,J. Ingles makes 2-pt jump shot from 9 ft (assist by D. Mitchell),79,97
4,5:35.0,M. Beasley misses 3-pt jump shot from 25 ft,,79,97
4,5:33.0,,Defensive rebound by J. Crowder,79,97
4,5:24.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),79,100
4,5:09.0,M. Beasley misses 2-pt layup from 2 ft,,79,100
4,5:09.0,Offensive rebound by M. Beasley,,79,100
4,5:09.0,M. Beasley makes 2-pt layup from 2 ft,,81,100
4,5:09.0,Shooting foul by R. Gobert (drawn by M. Beasley),,81,100
4,5:09.0,M. Beasley makes free throw 1 of 1,,82,100
4,4:52.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by D. Mitchell),82,103
4,4:38.0,M. Beasley misses 2-pt jump shot from 13 ft,,82,103
4,4:34.0,,Defensive rebound by R. O'Neale,82,103
4,4:27.0,,Personal foul by M. Beasley (drawn by D. Mitchell),82,103
4,4:27.0,M. Wagner enters the game for M. Beasley,,82,103
4,4:15.0,,J. Crowder misses 3-pt jump shot from 24 ft,82,103
4,4:13.0,Defensive rebound by Team,,82,103
4,4:08.0,M. Wagner misses 3-pt jump shot from 25 ft,,82,103
4,4:05.0,,Defensive rebound by D. Mitchell,82,103
4,3:53.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),82,106
4,3:48.0,LA Lakers full timeout,,82,106
4,3:48.0,S. Mykhailiuk enters the game for B. Ingram,,82,106
4,3:48.0,I. Zubac enters the game for K. Kuzma,,82,106
4,3:48.0,,K. Korver enters the game for J. Ingles,82,106
4,3:29.0,M. Wagner makes 2-pt jump shot from 7 ft,,84,106
4,3:15.0,,D. Mitchell makes 2-pt layup from 4 ft,84,108
4,3:01.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by I. Zubac),,86,108
4,3:01.0,,Utah full timeout,86,108
4,3:01.0,,T. Cavanaugh enters the game for J. Crowder,86,108
4,3:01.0,,N. Mitrou-Long enters the game for R. Gobert,86,108
4,3:01.0,,G. Niang enters the game for K. Korver,86,108
4,3:01.0,,E. Udoh enters the game for D. Mitchell,86,108
4,2:48.0,,R. O'Neale misses 2-pt dunk from 2 ft,86,108
4,2:45.0,,Offensive rebound by T. Cavanaugh,86,108
4,2:37.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by R. O'Neale),86,111
4,2:17.0,L. Ball misses 3-pt jump shot from 25 ft,,86,111
4,2:15.0,,Defensive rebound by R. O'Neale,86,111
4,2:08.0,,R. O'Neale misses 3-pt jump shot from 24 ft,86,111
4,2:04.0,Defensive rebound by M. Wagner,,86,111
4,1:54.0,Shooting foul by G. Niang (drawn by K. Caldwell-Pope),,86,111
4,1:54.0,K. Caldwell-Pope misses free throw 1 of 2,,86,111
4,1:54.0,Offensive rebound by Team,,86,111
4,1:54.0,K. Caldwell-Pope makes free throw 2 of 2,,87,111
4,1:38.0,,G. Niang misses 3-pt jump shot from 26 ft,87,111
4,1:35.0,Defensive rebound by M. Wagner,,87,111
4,1:24.0,Shooting foul by G. Niang (drawn by I. Zubac),,87,111
4,1:24.0,I. Zubac makes free throw 1 of 2,,88,111
4,1:24.0,I. Zubac makes free throw 2 of 2,,89,111
4,1:13.0,,Turnover by N. Mitrou-Long (bad pass; steal by M. Wagner),89,111
4,1:04.0,I. Zubac makes 2-pt dunk from 1 ft,,91,111
4,0:47.0,,T. Cavanaugh misses 3-pt jump shot from 24 ft,91,111
4,0:45.0,Defensive rebound by I. Zubac,,91,111
4,0:33.0,M. Wagner makes 2-pt layup from 9 ft,,93,111
4,0:17.0,,N. Mitrou-Long makes 2-pt dunk from 2 ft (assist by E. Udoh),93,113
4,0:00.0,K. Caldwell-Pope makes 2-pt layup from 3 ft,,95,113
