QUARTER,TIME_REMAINING,DENVER_ACTION,HOUSTON_ACTION,DENVER_SCORE,HOUSTON_SCORE
4,4:32.0,B. Goodwin enters the game for T. Craig,,100,117
4,4:32.0,J. Hernangómez enters the game for N. Jokić,,100,117
4,4:32.0,T. Lyles enters the game for J. Murray,,100,117
4,4:32.0,,G. Green enters the game for D. House,100,117
4,4:11.0,M. Beasley makes 2-pt jump shot from 9 ft (assist by M. Morris),,102,117
4,3:51.0,,J. Harden misses 3-pt jump shot from 26 ft,102,117
4,3:48.0,Defensive rebound by J. Hernangómez,,102,117
4,3:35.0,T. Lyles misses 3-pt jump shot from 25 ft,,102,117
4,3:33.0,,Defensive rebound by Team,102,117
4,3:15.0,,Shooting foul by B. Goodwin (drawn by J. Harden),102,117
4,3:15.0,,J. Harden makes free throw 1 of 3,102,118
4,3:15.0,,J. Harden misses free throw 2 of 3,102,118
4,3:15.0,,Offensive rebound by Team,102,118
4,3:15.0,,J. Harden misses free throw 3 of 3,102,118
4,3:15.0,Defensive rebound by J. Hernangómez,,102,118
4,3:06.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,102,118
4,3:03.0,,Defensive rebound by G. Green,102,118
4,2:52.0,,J. Harden makes 2-pt layup from 6 ft,102,120
4,2:42.0,M. Morris misses 3-pt jump shot from 26 ft,,102,120
4,2:39.0,,Defensive rebound by A. Rivers,102,120
4,2:28.0,,J. Harden misses 3-pt jump shot from 26 ft,102,120
4,2:26.0,Defensive rebound by B. Goodwin,,102,120
4,2:22.0,M. Morris makes 2-pt layup from 1 ft (assist by B. Goodwin),,104,120
4,1:56.0,,A. Rivers misses 2-pt layup from 1 ft,104,120
4,1:55.0,Defensive rebound by J. Hernangómez,,104,120
4,1:51.0,B. Goodwin makes 2-pt layup at rim,,106,120
4,1:51.0,Shooting foul by G. Green (drawn by B. Goodwin),,106,120
4,1:51.0,B. Goodwin makes free throw 1 of 1,,107,120
4,1:28.0,,G. Green makes 3-pt jump shot from 23 ft (assist by A. Rivers),107,123
4,1:16.0,Turnover by B. Goodwin (lost ball; steal by C. Capela),,107,123
4,1:13.0,,C. Capela makes 2-pt layup from 1 ft,107,125
4,1:07.0,M. Morris makes 2-pt jump shot from 15 ft,,109,125
4,0:48.0,,J. Harden misses 3-pt jump shot from 28 ft,109,125
4,0:47.0,Defensive rebound by M. Beasley,,109,125
4,0:43.0,T. Lyles makes 2-pt layup from 1 ft (assist by M. Morris),,111,125
4,0:19.0,,A. Rivers misses 3-pt jump shot from 26 ft,111,125
4,0:17.0,Defensive rebound by B. Goodwin,,111,125
4,0:14.0,M. Beasley makes 2-pt dunk from 1 ft (assist by B. Goodwin),,113,125
