QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
4,3:50.0,R. Hollis-Jefferson enters the game for J. Dudley,,99,76
4,3:50.0,D. Musa enters the game for J. Harris,,99,76
4,3:50.0,S. Napier enters the game for C. LeVert,,99,76
4,3:50.0,T. Pinson enters the game for D. Russell,,99,76
4,3:50.0,,J. Clarkson enters the game for G. Hill,99,76
4,3:50.0,,S. Dekker enters the game for K. Love,99,76
4,3:50.0,,D. Nwaba enters the game for C. Osman,99,76
4,3:31.0,,Turnover by J. Clarkson (bad pass; steal by D. Musa),99,76
4,3:15.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,99,76
4,3:12.0,,Defensive rebound by A. Žižić,99,76
4,3:04.0,,C. Sexton makes 2-pt jump shot from 22 ft,99,78
4,2:50.0,Personal foul by D. Nwaba (drawn by R. Hollis-Jefferson),,99,78
4,2:50.0,R. Hollis-Jefferson makes free throw 1 of 2,,100,78
4,2:50.0,R. Hollis-Jefferson misses free throw 2 of 2,,100,78
4,2:48.0,,Defensive rebound by A. Žižić,100,78
4,2:37.0,,J. Clarkson makes 2-pt layup at rim (assist by D. Nwaba),100,80
4,2:15.0,K. Faried misses 2-pt dunk from 1 ft,,100,80
4,2:13.0,,Defensive rebound by J. Clarkson,100,80
4,2:07.0,,S. Dekker makes 2-pt layup from 1 ft (assist by J. Clarkson),100,82
4,1:45.0,D. Musa makes 2-pt layup at rim (assist by T. Pinson),,102,82
4,1:38.0,,S. Dekker makes 2-pt dunk from 1 ft (assist by J. Clarkson),102,84
4,1:17.0,Turnover by S. Napier (bad pass),,102,84
4,1:07.0,,Turnover by A. Žižić (lost ball; steal by S. Napier),102,84
4,1:04.0,D. Musa misses 2-pt layup from 3 ft (block by D. Nwaba),,102,84
4,1:04.0,Offensive rebound by Team,,102,84
4,0:58.0,S. Napier misses 3-pt jump shot from 26 ft,,102,84
4,0:52.0,,Defensive rebound by S. Dekker,102,84
4,0:45.0,,J. Clarkson misses 3-pt jump shot from 25 ft,102,84
4,0:42.0,Defensive rebound by R. Hollis-Jefferson,,102,84
4,0:31.0,Turnover by D. Musa (out of bounds lost ball),,102,84
4,0:20.0,,C. Sexton makes 2-pt jump shot from 23 ft,102,86
