QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
4,1:20.0,,Personal foul by M. Morris (drawn by R. Lopez),108,118
4,1:20.0,,R. Lopez makes free throw 1 of 2,108,119
4,1:20.0,,R. Lopez makes free throw 2 of 2,108,120
4,1:12.0,K. Irving makes 2-pt layup from 2 ft (assist by M. Smart),,110,120
4,1:12.0,Shooting foul by Z. LaVine (drawn by K. Irving),,110,120
4,1:12.0,J. Brown enters the game for M. Morris,,110,120
4,1:12.0,K. Irving makes free throw 1 of 1,,111,120
4,0:50.0,,L. Markkanen misses 2-pt layup from 4 ft,111,120
4,0:49.0,,Offensive rebound by R. Lopez,111,120
4,0:49.0,,R. Lopez makes 2-pt layup at rim,111,122
4,0:42.0,Shooting foul by R. Lopez (drawn by K. Irving),,111,122
4,0:42.0,K. Irving makes free throw 1 of 2,,112,122
4,0:42.0,K. Irving makes free throw 2 of 2,,113,122
4,0:42.0,,Chicago full timeout,113,122
4,0:42.0,M. Morris enters the game for A. Horford,,113,122
4,0:42.0,,K. Dunn enters the game for R. Lopez,113,122
4,0:38.0,,Personal take foul by M. Morris (drawn by W. Selden),113,122
4,0:38.0,,W. Selden makes free throw 1 of 2,113,123
4,0:38.0,,W. Selden makes free throw 2 of 2,113,124
4,0:31.0,K. Irving misses 2-pt jump shot from 6 ft,,113,124
4,0:28.0,,Defensive rebound by W. Selden,113,124
4,0:17.0,,Personal take foul by M. Smart (drawn by Z. LaVine),113,124
4,0:17.0,,Z. LaVine makes free throw 1 of 2,113,125
4,0:17.0,,Z. LaVine makes free throw 2 of 2,113,126
4,0:06.0,M. Morris makes 3-pt jump shot from 25 ft (assist by K. Irving),,116,126
