QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
4,4:34.0,S. Dinwiddie enters the game for C. LeVert,,112,105
4,4:19.0,J. Harris misses 3-pt jump shot from 23 ft,,112,105
4,4:17.0,,Defensive rebound by J. Nurkić,112,105
4,4:11.0,,Shooting foul by E. Davis (drawn by D. Lillard),112,105
4,4:11.0,J. Allen enters the game for E. Davis,,112,105
4,4:11.0,,D. Lillard makes free throw 1 of 2,112,106
4,4:11.0,,D. Lillard makes free throw 2 of 2,112,107
4,3:59.0,D. Russell makes 2-pt layup at rim,,114,107
4,3:48.0,,D. Lillard misses 3-pt jump shot from 27 ft,114,107
4,3:47.0,Defensive rebound by J. Harris,,114,107
4,3:35.0,Personal foul by M. Harkless (drawn by J. Allen),,114,107
4,3:23.0,Turnover by J. Harris (bad pass; steal by M. Harkless),,114,107
4,3:23.0,,Personal take foul by D. Russell (drawn by S. Curry),114,107
4,3:13.0,,Personal foul by J. Allen (drawn by D. Lillard),114,107
4,3:02.0,,Shooting foul by J. Allen (drawn by M. Harkless),114,107
4,3:02.0,,M. Harkless misses free throw 1 of 2,114,107
4,3:02.0,,Offensive rebound by Team,114,107
4,3:02.0,,M. Harkless makes free throw 2 of 2,114,108
4,2:40.0,Turnover by D. Russell (out of bounds lost ball),,114,108
4,2:33.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by D. Lillard),114,111
4,2:15.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,116,111
4,2:03.0,,R. Hood misses 2-pt jump shot from 22 ft,116,111
4,2:01.0,,Offensive rebound by M. Harkless,116,111
4,2:01.0,,M. Harkless misses 2-pt layup from 2 ft (block by J. Dudley),116,111
4,2:01.0,,Offensive rebound by Team,116,111
4,1:58.0,,J. Nurkić makes 2-pt jump shot from 21 ft (assist by M. Harkless),116,113
4,1:47.0,J. Harris makes 2-pt layup from 1 ft (assist by J. Allen),,118,113
4,1:38.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),118,115
4,1:22.0,D. Russell misses 2-pt jump shot from 14 ft,,118,115
4,1:19.0,,Defensive rebound by S. Curry,118,115
4,1:13.0,,Personal foul by J. Allen (drawn by D. Lillard),118,115
4,1:13.0,,D. Lillard makes free throw 1 of 2,118,116
4,1:13.0,,D. Lillard makes free throw 2 of 2,118,117
4,0:59.0,S. Dinwiddie misses 2-pt layup from 2 ft,,118,117
4,0:58.0,Offensive rebound by J. Allen,,118,117
4,0:58.0,Shooting foul by M. Harkless (drawn by J. Allen),,118,117
4,0:58.0,J. Allen misses free throw 1 of 2,,118,117
4,0:58.0,Offensive rebound by Team,,118,117
4,0:58.0,J. Allen makes free throw 2 of 2,,119,117
4,0:46.0,,D. Lillard misses 2-pt jump shot from 15 ft,119,117
4,0:41.0,Defensive rebound by J. Harris,,119,117
4,0:38.0,Turnover by J. Harris (lost ball; steal by J. Nurkić),,119,117
4,0:35.0,,J. Nurkić misses 2-pt layup from 2 ft,119,117
4,0:35.0,Defensive rebound by D. Russell,,119,117
4,0:35.0,Personal foul by S. Curry (drawn by D. Russell),,119,117
4,0:35.0,D. Russell makes free throw 1 of 2,,120,117
4,0:35.0,D. Russell misses free throw 2 of 2,,120,117
4,0:34.0,,Defensive rebound by R. Hood,120,117
4,0:34.0,,Portland full timeout,120,117
4,0:27.0,,D. Lillard makes 2-pt layup from 2 ft,120,119
4,0:05.0,Turnover by D. Russell (lost ball; steal by S. Curry),,120,119
4,0:03.0,,Personal foul by S. Dinwiddie (drawn by S. Curry),120,119
4,0:03.0,,S. Curry misses free throw 1 of 2,120,119
4,0:03.0,,Offensive rebound by Team,120,119
4,0:03.0,,S. Curry makes free throw 2 of 2,120,120
4,0:03.0,Brooklyn full timeout,,120,120
4,0:03.0,D. Carroll enters the game for J. Allen,,120,120
4,0:00.0,D. Russell misses 3-pt jump shot from 29 ft,,120,120
4,0:00.0,Offensive rebound by Team,,120,120
1OT,4:47.0,J. Harris misses 2-pt layup from 1 ft (block by J. Nurkić),,120,120
1OT,4:42.0,,Defensive rebound by M. Harkless,120,120
1OT,4:39.0,,D. Lillard misses 2-pt jump shot from 19 ft,120,120
1OT,4:38.0,Defensive rebound by S. Dinwiddie,,120,120
1OT,4:29.0,D. Russell makes 2-pt jump shot from 18 ft,,122,120
1OT,4:13.0,,D. Lillard misses 2-pt layup from 1 ft,122,120
1OT,4:12.0,Defensive rebound by J. Dudley,,122,120
1OT,4:05.0,Personal foul by D. Lillard (drawn by J. Allen),,122,120
1OT,3:59.0,D. Russell misses 2-pt jump shot from 17 ft,,122,120
1OT,3:56.0,Offensive rebound by J. Harris,,122,120
1OT,3:54.0,D. Russell misses 3-pt jump shot from 26 ft,,122,120
1OT,3:52.0,,Defensive rebound by J. Nurkić,122,120
1OT,3:36.0,,M. Harkless makes 2-pt layup from 1 ft (assist by J. Nurkić),122,122
1OT,3:29.0,D. Russell makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,124,122
1OT,3:29.0,Shooting foul by R. Hood (drawn by D. Russell),,124,122
1OT,3:29.0,D. Russell makes free throw 1 of 1,,125,122
1OT,3:17.0,,R. Hood makes 2-pt jump shot from 19 ft (assist by J. Nurkić),125,124
1OT,3:01.0,Offensive foul by J. Allen (drawn by D. Lillard),,125,124
1OT,3:01.0,Turnover by J. Allen (offensive foul),,125,124
1OT,3:01.0,D. Carroll enters the game for J. Allen,,125,124
1OT,2:48.0,,D. Lillard makes 2-pt jump shot from 20 ft,125,126
1OT,2:35.0,J. Dudley misses 3-pt jump shot from 26 ft,,125,126
1OT,2:35.0,,Defensive rebound by Team,125,126
1OT,2:22.0,,J. Nurkić makes 2-pt jump shot from 7 ft (assist by D. Lillard),125,128
1OT,2:03.0,D. Russell misses 2-pt jump shot from 15 ft,,125,128
1OT,2:01.0,,Defensive rebound by J. Nurkić,125,128
1OT,1:44.0,,D. Lillard misses 3-pt jump shot from 28 ft,125,128
1OT,1:41.0,Defensive rebound by D. Carroll,,125,128
1OT,1:28.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Dudley),,128,128
1OT,1:10.0,,J. Nurkić misses 2-pt jump shot from 2 ft,128,128
1OT,1:08.0,,Offensive rebound by D. Lillard,128,128
1OT,0:59.0,,Shooting foul by J. Harris (drawn by S. Curry),128,128
1OT,0:59.0,,S. Curry makes free throw 1 of 2,128,129
1OT,0:59.0,,S. Curry makes free throw 2 of 2,128,130
1OT,0:38.0,D. Russell makes 2-pt layup from 1 ft,,130,130
1OT,0:26.0,,D. Lillard misses 2-pt jump shot from 22 ft,130,130
1OT,0:26.0,,Offensive rebound by Team,130,130
1OT,0:26.0,Loose ball foul by D. Carroll (drawn by J. Nurkić),,130,130
1OT,0:26.0,,J. Nurkić makes free throw 1 of 2,130,131
1OT,0:26.0,,J. Nurkić makes free throw 2 of 2,130,132
1OT,0:26.0,Brooklyn full timeout,,130,132
1OT,0:26.0,,A. Aminu enters the game for J. Nurkić,130,132
1OT,0:21.0,S. Dinwiddie misses 2-pt layup from 1 ft,,130,132
1OT,0:20.0,Offensive rebound by J. Harris,,130,132
1OT,0:08.0,D. Russell makes 2-pt layup from 1 ft,,132,132
1OT,0:08.0,,Portland full timeout,132,132
1OT,0:08.0,,J. Nurkić enters the game for A. Aminu,132,132
1OT,0:00.0,,D. Lillard misses 3-pt jump shot from 33 ft,132,132
1OT,0:00.0,,Offensive rebound by Team,132,132
2OT,4:46.0,J. Harris misses 3-pt jump shot from 25 ft,,132,132
2OT,4:44.0,,Defensive rebound by D. Lillard,132,132
2OT,4:22.0,,M. Harkless misses 3-pt jump shot from 23 ft,132,132
2OT,4:20.0,Defensive rebound by D. Carroll,,132,132
2OT,4:13.0,S. Dinwiddie misses 2-pt layup from 1 ft,,132,132
2OT,4:11.0,,Defensive rebound by M. Harkless,132,132
2OT,4:06.0,,D. Lillard misses 3-pt jump shot from 26 ft,132,132
2OT,4:06.0,,Offensive rebound by Team,132,132
2OT,4:06.0,Loose ball foul by J. Dudley (drawn by J. Nurkić),,132,132
2OT,3:53.0,,J. Nurkić misses 2-pt layup from 2 ft,132,132
2OT,3:53.0,,Offensive rebound by Team,132,132
2OT,3:53.0,Loose ball foul by D. Carroll (drawn by J. Nurkić),,132,132
2OT,3:40.0,,J. Nurkić makes 2-pt hook shot from 2 ft,132,134
2OT,3:35.0,Turnover by D. Russell (lost ball; steal by M. Harkless),,132,134
2OT,3:23.0,,J. Nurkić misses 2-pt hook shot from 7 ft,132,134
2OT,3:20.0,Defensive rebound by D. Russell,,132,134
2OT,3:16.0,Personal foul by M. Harkless (drawn by D. Russell),,132,134
2OT,3:02.0,J. Harris misses 2-pt jump shot from 15 ft,,132,134
2OT,2:59.0,,Defensive rebound by R. Hood,132,134
2OT,2:47.0,,J. Nurkić misses 2-pt jump shot from 4 ft,132,134
2OT,2:46.0,,Offensive rebound by J. Nurkić,132,134
2OT,2:43.0,,Turnover by J. Nurkić (lost ball; steal by D. Carroll),132,134
2OT,2:38.0,Offensive foul by D. Carroll (drawn by D. Lillard),,132,134
2OT,2:38.0,Turnover by D. Carroll (offensive foul),,132,134
2OT,2:22.0,,M. Harkless misses 2-pt layup from 2 ft,132,134
2OT,2:22.0,,Offensive rebound by J. Nurkić,132,134
2OT,2:22.0,,Shooting foul by J. Dudley (drawn by J. Nurkić),132,134
2OT,2:22.0,,A. Simons enters the game for J. Nurkić,132,134
2OT,2:22.0,,A. Simons makes free throw 1 of 2,132,135
2OT,2:22.0,,A. Simons makes free throw 2 of 2,132,136
2OT,2:09.0,Turnover by D. Russell (lost ball; steal by S. Curry),,132,136
2OT,1:49.0,,S. Curry misses 3-pt jump shot from 27 ft,132,136
2OT,1:46.0,Defensive rebound by J. Harris,,132,136
2OT,1:41.0,Turnover by D. Russell (bad pass),,132,136
2OT,1:41.0,,A. Aminu enters the game for A. Simons,132,136
2OT,1:29.0,,D. Lillard misses 3-pt jump shot from 28 ft,132,136
2OT,1:27.0,Defensive rebound by D. Russell,,132,136
2OT,1:20.0,D. Russell misses 3-pt jump shot from 26 ft,,132,136
2OT,1:17.0,,Defensive rebound by M. Harkless,132,136
2OT,0:59.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by D. Lillard),132,139
2OT,0:58.0,Brooklyn full timeout,,132,139
2OT,0:57.0,J. Dudley makes 2-pt layup from 1 ft (assist by D. Russell),,134,139
2OT,0:49.0,,Personal take foul by D. Carroll (drawn by S. Curry),134,139
2OT,0:49.0,,S. Curry makes free throw 1 of 2,134,140
2OT,0:49.0,,S. Curry makes free throw 2 of 2,134,141
2OT,0:44.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by J. Harris),,137,141
2OT,0:41.0,,M. Harkless makes 2-pt dunk at rim (assist by R. Hood),137,143
2OT,0:36.0,J. Harris makes 3-pt jump shot from 24 ft (assist by J. Dudley),,140,143
2OT,0:28.0,,Personal take foul by S. Dinwiddie (drawn by R. Hood),140,143
2OT,0:28.0,,Portland full timeout,140,143
2OT,0:28.0,,R. Hood misses free throw 1 of 2,140,143
2OT,0:28.0,,Offensive rebound by Team,140,143
2OT,0:28.0,,R. Hood makes free throw 2 of 2,140,144
2OT,0:22.0,S. Dinwiddie makes 2-pt layup from 2 ft,,142,144
2OT,0:19.0,,Personal take foul by S. Dinwiddie (drawn by A. Aminu),142,144
2OT,0:19.0,C. LeVert enters the game for S. Dinwiddie,,142,144
2OT,0:19.0,,A. Aminu makes free throw 1 of 2,142,145
2OT,0:19.0,,A. Aminu makes free throw 2 of 2,142,146
2OT,0:19.0,Brooklyn full timeout,,142,146
2OT,0:15.0,D. Russell misses 3-pt jump shot from 25 ft,,142,146
2OT,0:13.0,Offensive rebound by J. Harris,,142,146
2OT,0:13.0,Shooting foul by A. Aminu (drawn by J. Harris),,142,146
2OT,0:13.0,J. Harris makes free throw 1 of 2,,143,146
2OT,0:13.0,J. Harris makes free throw 2 of 2,,144,146
2OT,0:09.0,,R. Hood misses 2-pt layup from 3 ft (block by J. Dudley),144,146
2OT,0:09.0,,Offensive rebound by Team,144,146
2OT,0:08.0,,Shooting foul by C. LeVert (drawn by D. Lillard),144,146
2OT,0:08.0,,D. Lillard makes free throw 1 of 2,144,147
2OT,0:08.0,,D. Lillard makes free throw 2 of 2,144,148
2OT,0:02.0,J. Harris misses 3-pt jump shot from 30 ft,,144,148
2OT,0:00.0,Offensive rebound by D. Carroll,,144,148
