QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
4,5:07.0,Turnover by J. Harden (bad pass; steal by T. Hardaway),,89,84
4,5:03.0,,L. Dončić makes 2-pt layup from 1 ft (assist by M. Kleber),89,86
4,4:45.0,J. Harden misses 3-pt jump shot from 27 ft,,89,86
4,4:43.0,,Defensive rebound by L. Dončić,89,86
4,4:33.0,,Turnover by D. Harris (step out of bounds),89,86
4,4:19.0,C. Paul misses 3-pt jump shot from 25 ft,,89,86
4,4:17.0,,Defensive rebound by Team,89,86
4,4:17.0,Houston full timeout,,89,86
4,4:17.0,,J. Brunson enters the game for D. Harris,89,86
4,4:04.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Dončić),89,89
4,3:42.0,E. Gordon makes 2-pt jump shot from 4 ft (assist by C. Paul),,91,89
4,3:17.0,,J. Brunson misses 2-pt layup from 1 ft,91,89
4,3:17.0,Defensive rebound by P. Tucker,,91,89
4,3:06.0,C. Capela misses 2-pt jump shot at rim,,91,89
4,3:04.0,,Defensive rebound by M. Kleber,91,89
4,2:52.0,,T. Hardaway misses 3-pt jump shot from 28 ft,91,89
4,2:48.0,Defensive rebound by J. Harden,,91,89
4,2:28.0,J. Harden misses 3-pt jump shot from 25 ft (block by L. Dončić),,91,89
4,2:26.0,Offensive rebound by J. Harden,,91,89
4,2:25.0,J. Harden misses 2-pt jump shot from 6 ft,,91,89
4,2:24.0,,Defensive rebound by Team,91,89
4,2:24.0,,D. Powell enters the game for D. Finney-Smith,91,89
4,2:00.0,,T. Hardaway misses 2-pt jump shot from 16 ft,91,89
4,1:57.0,,Offensive rebound by D. Powell,91,89
4,1:50.0,,L. Dončić misses 3-pt jump shot from 26 ft,91,89
4,1:48.0,,Offensive rebound by T. Hardaway,91,89
4,1:46.0,,T. Hardaway misses 2-pt layup from 8 ft (block by J. Harden),91,89
4,1:45.0,Defensive rebound by Team,,91,89
4,1:45.0,,D. Finney-Smith enters the game for T. Hardaway,91,89
4,1:29.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by C. Paul),,94,89
4,1:29.0,,Dallas full timeout,94,89
4,1:29.0,,T. Hardaway enters the game for M. Kleber,94,89
4,1:18.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),94,91
4,0:55.0,J. Harden misses 2-pt jump shot from 20 ft,,94,91
4,0:53.0,,Defensive rebound by Team,94,91
4,0:31.0,,D. Powell makes 2-pt dunk at rim (assist by L. Dončić),94,93
4,0:08.0,J. Harden misses 2-pt jump shot from 1 ft,,94,93
4,0:07.0,,Defensive rebound by J. Brunson,94,93
4,0:00.0,,J. Brunson misses 2-pt jump shot from 14 ft (block by C. Paul),94,93
4,0:00.0,,Offensive rebound by Team,94,93
