QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
4,5:22.0,K. Leonard enters the game for D. Wright,,96,95
4,5:22.0,,A. Horford enters the game for A. Baynes,96,95
4,5:22.0,,M. Morris enters the game for J. Brown,96,95
4,5:22.0,,M. Smart enters the game for G. Hayward,96,95
4,5:22.0,,K. Irving makes free throw 2 of 2,96,96
4,5:03.0,K. Leonard makes 2-pt layup from 4 ft,,98,96
4,4:40.0,,K. Irving misses 3-pt jump shot from 28 ft,98,96
4,4:38.0,Defensive rebound by D. Green,,98,96
4,4:26.0,Shooting foul by A. Horford (drawn by K. Leonard),,98,96
4,4:26.0,K. Leonard makes free throw 1 of 2,,99,96
4,4:26.0,,G. Hayward enters the game for M. Smart,99,96
4,4:26.0,K. Leonard makes free throw 2 of 2,,100,96
4,4:18.0,,Personal foul by D. Green (drawn by G. Hayward),100,96
4,4:04.0,,Turnover by J. Tatum (bad pass; steal by P. Siakam),100,96
4,3:46.0,S. Ibaka misses 2-pt jump shot from 13 ft,,100,96
4,3:43.0,,Defensive rebound by Team,100,96
4,3:43.0,Loose ball foul by D. Green (drawn by J. Tatum),,100,96
4,3:43.0,,J. Tatum makes free throw 1 of 2,100,97
4,3:43.0,D. Wright enters the game for D. Green,,100,97
4,3:43.0,,M. Smart enters the game for K. Irving,100,97
4,3:43.0,,J. Tatum misses free throw 2 of 2,100,97
4,3:41.0,Defensive rebound by P. Siakam,,100,97
4,3:18.0,S. Ibaka makes 2-pt hook shot from 10 ft,,102,97
4,3:17.0,,Boston full timeout,102,97
4,3:17.0,Toronto full timeout,,102,97
4,3:17.0,,K. Irving enters the game for M. Smart,102,97
4,3:10.0,,K. Irving makes 2-pt jump shot from 16 ft,102,99
4,2:52.0,Turnover by K. Leonard (step out of bounds),,102,99
4,2:42.0,,K. Irving makes 2-pt layup from 3 ft,102,101
4,2:25.0,K. Leonard makes 2-pt jump shot from 21 ft,,104,101
4,2:10.0,,K. Irving makes 2-pt layup from 2 ft,104,103
4,1:47.0,D. Wright misses 2-pt hook shot from 4 ft,,104,103
4,1:45.0,,Defensive rebound by A. Horford,104,103
4,1:36.0,,K. Irving misses 2-pt layup from 1 ft,104,103
4,1:33.0,Defensive rebound by K. Leonard,,104,103
4,1:29.0,D. Wright makes 3-pt jump shot from 25 ft (assist by K. Leonard),,107,103
4,1:17.0,,Turnover by M. Morris (traveling),107,103
4,0:54.0,Turnover by K. Lowry (bad pass; steal by G. Hayward),,107,103
4,0:48.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Irving),107,105
4,0:25.0,K. Leonard misses 2-pt jump shot from 15 ft,,107,105
4,0:24.0,,Defensive rebound by Team,107,105
4,0:24.0,Loose ball foul by P. Siakam (drawn by G. Hayward),,107,105
4,0:24.0,,G. Hayward makes free throw 1 of 2,107,106
4,0:24.0,J. Valančiūnas enters the game for D. Wright,,107,106
4,0:24.0,,M. Smart enters the game for K. Irving,107,106
4,0:24.0,,G. Hayward makes free throw 2 of 2,107,107
4,0:24.0,Toronto full timeout,,107,107
4,0:24.0,F. VanVleet enters the game for J. Valančiūnas,,107,107
4,0:01.0,K. Leonard misses 2-pt jump shot from 17 ft,,107,107
4,0:01.0,Offensive rebound by Team,,107,107
1OT,4:38.0,,Shooting foul by P. Siakam (drawn by G. Hayward),107,107
1OT,4:38.0,,G. Hayward makes free throw 1 of 2,107,108
1OT,4:38.0,,G. Hayward makes free throw 2 of 2,107,109
1OT,4:25.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by K. Lowry),,109,109
1OT,4:11.0,,G. Hayward makes 2-pt jump shot from 9 ft (assist by K. Irving),109,111
1OT,3:51.0,P. Siakam misses 2-pt layup from 5 ft,,109,111
1OT,3:49.0,,Defensive rebound by J. Tatum,109,111
1OT,3:43.0,,K. Irving makes 2-pt layup from 2 ft,109,113
1OT,3:25.0,Shooting foul by K. Irving (drawn by K. Leonard),,109,113
1OT,3:25.0,K. Leonard makes free throw 1 of 2,,110,113
1OT,3:25.0,F. VanVleet enters the game for D. Wright,,110,113
1OT,3:25.0,K. Leonard misses free throw 2 of 2,,110,113
1OT,3:23.0,,Defensive rebound by J. Tatum,110,113
1OT,3:09.0,,Shooting foul by S. Ibaka (drawn by J. Tatum),110,113
1OT,3:09.0,,J. Tatum makes free throw 1 of 2,110,114
1OT,3:09.0,,J. Tatum makes free throw 2 of 2,110,115
1OT,3:09.0,Toronto full timeout,,110,115
1OT,2:49.0,K. Lowry makes 2-pt jump shot from 11 ft,,112,115
1OT,2:29.0,,J. Tatum makes 2-pt jump shot from 7 ft (assist by K. Irving),112,117
1OT,2:01.0,K. Lowry misses 3-pt jump shot from 26 ft,,112,117
1OT,2:00.0,,Defensive rebound by Team,112,117
1OT,2:00.0,Loose ball foul by P. Siakam (drawn by G. Hayward),,112,117
1OT,2:00.0,J. Valančiūnas enters the game for P. Siakam,,112,117
1OT,1:44.0,,K. Irving makes 2-pt jump shot from 13 ft,112,119
1OT,1:32.0,K. Leonard misses 2-pt jump shot from 11 ft (block by J. Tatum),,112,119
1OT,1:28.0,Offensive rebound by J. Valančiūnas,,112,119
1OT,1:28.0,J. Valančiūnas makes 2-pt layup from 1 ft,,114,119
1OT,1:10.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by K. Irving),114,121
1OT,1:09.0,Toronto full timeout,,114,121
1OT,1:09.0,D. Wright enters the game for J. Valančiūnas,,114,121
1OT,1:01.0,K. Leonard makes 2-pt jump shot from 6 ft,,116,121
1OT,0:48.0,,Turnover by K. Irving (out of bounds lost ball),116,121
1OT,0:38.0,K. Leonard misses 2-pt jump shot from 9 ft,,116,121
1OT,0:36.0,,Defensive rebound by A. Horford,116,121
1OT,0:18.0,,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),116,123
1OT,0:12.0,K. Lowry misses 3-pt jump shot from 25 ft,,116,123
1OT,0:09.0,,Defensive rebound by A. Horford,116,123
