QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
4,7:13.0,,K. Irving makes free throw 1 of 1,106,112
4,7:00.0,D. Dedmon makes 2-pt layup from 5 ft (assist by T. Prince),,108,112
4,7:00.0,Shooting foul by A. Baynes (drawn by D. Dedmon),,108,112
4,7:00.0,,A. Horford enters the game for A. Baynes,108,112
4,7:00.0,D. Dedmon makes free throw 1 of 1,,109,112
4,6:42.0,,K. Irving misses 2-pt jump shot from 14 ft,109,112
4,6:40.0,Defensive rebound by T. Prince,,109,112
4,6:30.0,Personal foul by K. Irving (drawn by T. Young),,109,112
4,6:30.0,T. Young makes free throw 1 of 2,,110,112
4,6:30.0,K. Bazemore enters the game for D. Bembry,,110,112
4,6:30.0,,J. Brown enters the game for J. Tatum,110,112
4,6:30.0,T. Young misses free throw 2 of 2,,110,112
4,6:30.0,,Defensive rebound by M. Morris,110,112
4,6:18.0,,K. Irving misses 3-pt jump shot from 27 ft,110,112
4,6:16.0,,Offensive rebound by M. Morris,110,112
4,6:13.0,,M. Smart misses 3-pt jump shot from 27 ft,110,112
4,6:11.0,Defensive rebound by D. Dedmon,,110,112
4,5:53.0,Shooting foul by A. Horford (drawn by K. Bazemore),,110,112
4,5:53.0,K. Bazemore makes free throw 1 of 2,,111,112
4,5:53.0,K. Bazemore makes free throw 2 of 2,,112,112
4,5:40.0,,Turnover by M. Morris (lost ball; steal by D. Dedmon),112,112
4,5:35.0,Turnover by T. Young (lost ball; steal by M. Smart),,112,112
4,5:26.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by A. Horford),112,115
4,4:59.0,V. Carter misses 3-pt jump shot from 23 ft,,112,115
4,4:58.0,Offensive rebound by V. Carter,,112,115
4,4:58.0,Offensive foul by V. Carter (drawn by J. Brown),,112,115
4,4:58.0,Turnover by V. Carter (offensive foul),,112,115
4,4:47.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by K. Irving),112,117
4,4:32.0,T. Young misses 3-pt jump shot from 26 ft,,112,117
4,4:30.0,Offensive rebound by K. Bazemore,,112,117
4,4:24.0,K. Bazemore misses 3-pt jump shot from 24 ft,,112,117
4,4:21.0,,Defensive rebound by A. Horford,112,117
4,4:05.0,,Shooting foul by T. Young (drawn by M. Morris),112,117
4,4:05.0,Atlanta full timeout,,112,117
4,4:05.0,K. Huerter enters the game for K. Bazemore,,112,117
4,4:05.0,,M. Morris makes free throw 1 of 2,112,118
4,4:05.0,,M. Morris makes free throw 2 of 2,112,119
4,3:41.0,Turnover by T. Young (lost ball; steal by M. Smart),,112,119
4,3:38.0,,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),112,121
4,3:38.0,,Shooting foul by T. Prince (drawn by J. Brown),112,121
4,3:38.0,,J. Brown misses free throw 1 of 1,112,121
4,3:37.0,Defensive rebound by Team,,112,121
4,3:22.0,D. Dedmon makes 2-pt layup from 1 ft (assist by K. Huerter),,114,121
4,3:11.0,,Boston full timeout,114,121
4,3:11.0,J. Collins enters the game for V. Carter,,114,121
4,3:09.0,,Shooting foul by J. Collins (drawn by M. Morris),114,121
4,3:09.0,,M. Morris makes free throw 1 of 2,114,122
4,3:09.0,,M. Morris misses free throw 2 of 2,114,122
4,3:09.0,Defensive rebound by D. Dedmon,,114,122
4,2:52.0,Turnover by T. Young (bad pass; steal by M. Smart),,114,122
4,2:47.0,,M. Morris misses 3-pt jump shot from 24 ft,114,122
4,2:45.0,,Offensive rebound by A. Horford,114,122
4,2:43.0,,K. Irving makes 3-pt jump shot from 31 ft (assist by A. Horford),114,125
4,2:25.0,D. Dedmon misses 3-pt jump shot from 22 ft,,114,125
4,2:24.0,Offensive rebound by J. Collins,,114,125
4,2:22.0,T. Prince makes 3-pt jump shot from 26 ft (assist by J. Collins),,117,125
4,2:01.0,,A. Horford misses 2-pt hook shot from 5 ft,117,125
4,1:59.0,Defensive rebound by T. Prince,,117,125
4,1:51.0,D. Dedmon misses 2-pt jump shot from 15 ft,,117,125
4,1:49.0,,Defensive rebound by K. Irving,117,125
4,1:40.0,,A. Horford misses 3-pt jump shot from 27 ft,117,125
4,1:38.0,Defensive rebound by D. Dedmon,,117,125
4,1:25.0,K. Huerter misses 2-pt hook shot from 5 ft,,117,125
4,1:23.0,,Defensive rebound by K. Irving,117,125
4,1:21.0,,Turnover by K. Irving (traveling),117,125
4,1:09.0,T. Young misses 2-pt jump shot from 8 ft,,117,125
4,1:07.0,Offensive rebound by K. Huerter,,117,125
4,1:05.0,K. Huerter makes 3-pt jump shot from 23 ft,,120,125
4,1:03.0,,Turnover by M. Morris (bad pass; steal by K. Huerter),120,125
4,0:59.0,K. Huerter misses 2-pt layup from 4 ft,,120,125
4,0:58.0,Offensive rebound by K. Huerter,,120,125
4,0:57.0,K. Huerter misses 2-pt layup from 3 ft,,120,125
4,0:56.0,,Defensive rebound by K. Irving,120,125
4,0:49.0,,M. Morris misses 3-pt jump shot from 27 ft,120,125
4,0:48.0,Defensive rebound by T. Young,,120,125
4,0:48.0,Atlanta full timeout,,120,125
4,0:48.0,,J. Tatum enters the game for M. Morris,120,125
4,0:37.0,D. Dedmon misses 3-pt jump shot from 26 ft,,120,125
4,0:36.0,,Defensive rebound by A. Horford,120,125
4,0:36.0,,Personal foul by K. Huerter (drawn by A. Horford),120,125
4,0:36.0,,A. Horford misses free throw 1 of 2,120,125
4,0:36.0,,Offensive rebound by Team,120,125
4,0:36.0,,A. Horford makes free throw 2 of 2,120,126
4,0:20.0,J. Collins misses 2-pt layup from 2 ft (block by K. Irving),,120,126
4,0:19.0,Offensive rebound by J. Collins,,120,126
4,0:18.0,J. Collins misses 2-pt layup from 2 ft,,120,126
4,0:17.0,,Defensive rebound by A. Horford,120,126
4,0:16.0,,Personal foul by K. Huerter (drawn by J. Brown),120,126
4,0:16.0,,J. Brown makes free throw 1 of 2,120,127
4,0:16.0,,J. Brown makes free throw 2 of 2,120,128
4,0:16.0,Atlanta full timeout,,120,128
4,0:11.0,T. Young misses 2-pt layup from 3 ft,,120,128
4,0:08.0,,Defensive rebound by K. Irving,120,128
4,0:06.0,,Personal take foul by D. Dedmon (drawn by J. Brown),120,128
4,0:06.0,,J. Brown misses free throw 1 of 2,120,128
4,0:06.0,,Offensive rebound by Team,120,128
4,0:06.0,,J. Brown makes free throw 2 of 2,120,129
4,0:01.0,T. Young misses 2-pt jump shot from 17 ft,,120,129
4,0:00.0,,Defensive rebound by J. Tatum,120,129
