QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
4,4:49.0,G. Temple enters the game for D. Brooks,,86,96
4,4:49.0,,D. White enters the game for B. Forbes,86,96
4,4:49.0,,L. Aldridge makes free throw 2 of 2,86,97
4,4:35.0,Turnover by J. Green (bad pass; steal by D. Bertāns),,86,97
4,4:28.0,,Personal foul by J. Jackson (drawn by D. DeRozan),86,97
4,4:28.0,,D. DeRozan makes free throw 1 of 2,86,98
4,4:28.0,,D. DeRozan makes free throw 2 of 2,86,99
4,4:21.0,J. Carter misses 3-pt jump shot from 27 ft,,86,99
4,4:21.0,Offensive rebound by Team,,86,99
4,4:21.0,,Loose ball foul by D. DeRozan (drawn by J. Green),86,99
4,4:06.0,Turnover by Team (shot clock),,86,99
4,3:50.0,,D. White makes 2-pt jump shot from 17 ft (assist by L. Aldridge),86,101
4,3:32.0,J. Holiday misses 2-pt layup from 5 ft,,86,101
4,3:26.0,Offensive rebound by J. Holiday,,86,101
4,3:26.0,J. Holiday makes 2-pt layup from 1 ft,,88,101
4,3:19.0,,Turnover by D. DeRozan (out of bounds lost ball),88,101
4,3:11.0,J. Holiday misses 3-pt jump shot from 24 ft,,88,101
4,3:08.0,,Defensive rebound by D. Bertāns,88,101
4,2:55.0,,L. Aldridge misses 2-pt layup from 8 ft,88,101
4,2:53.0,Defensive rebound by G. Temple,,88,101
4,2:48.0,G. Temple misses 2-pt layup from 3 ft,,88,101
4,2:48.0,,Defensive rebound by D. DeRozan,88,101
4,2:30.0,,D. White makes 2-pt layup from 2 ft (assist by D. Bertāns),88,103
4,2:13.0,Turnover by J. Jackson (bad pass),,88,103
4,2:13.0,Memphis full timeout,,88,103
4,2:13.0,,D. Cunningham enters the game for L. Aldridge,88,103
4,2:13.0,,D. Eubanks enters the game for D. Bertāns,88,103
4,2:13.0,,J. Poeltl enters the game for D. DeRozan,88,103
4,2:13.0,,Q. Pondexter enters the game for D. White,88,103
4,1:55.0,,P. Mills misses 3-pt jump shot from 27 ft,88,103
4,1:52.0,Defensive rebound by J. Green,,88,103
4,1:45.0,J. Holiday misses 3-pt jump shot from 26 ft,,88,103
4,1:43.0,,Defensive rebound by Q. Pondexter,88,103
4,1:25.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,88,103
4,1:23.0,Defensive rebound by J. Green,,88,103
4,1:20.0,G. Temple misses 3-pt jump shot from 25 ft,,88,103
4,1:17.0,,Defensive rebound by P. Mills,88,103
4,1:01.0,,D. Cunningham misses 3-pt jump shot from 22 ft,88,103
4,1:01.0,,Offensive rebound by Team,88,103
4,1:01.0,Loose ball foul by J. Holiday (drawn by D. Eubanks),,88,103
4,1:01.0,,D. Eubanks makes free throw 1 of 2,88,104
4,1:01.0,,D. Eubanks makes free throw 2 of 2,88,105
4,0:52.0,Turnover by J. Green (offensive foul),,88,105
4,0:52.0,Offensive foul by J. Green (drawn by D. Eubanks),,88,105
4,0:52.0,I. Rabb enters the game for J. Green,,88,105
4,0:36.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by Q. Pondexter),88,108
4,0:25.0,J. Carter misses 3-pt jump shot from 29 ft,,88,108
4,0:23.0,,Defensive rebound by Q. Pondexter,88,108
4,0:01.0,,Turnover by Team (shot clock),88,108
