QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DENVER_ACTION,LA CLIPPERS_SCORE,DENVER_SCORE
4,4:21.0,P. Beverley ejected from game,,92,113
4,4:21.0,B. Marjanović enters the game for P. Beverley,,92,113
4,4:21.0,J. Motley enters the game for M. Harrell,,92,113
4,4:21.0,,M. Plumlee enters the game for N. Jokić,92,113
4,4:21.0,,J. Murray makes technical free throw,92,114
4,4:04.0,J. Motley misses 3-pt jump shot from 23 ft,,92,114
4,3:59.0,,Defensive rebound by J. Murray,92,114
4,3:40.0,,J. Murray misses 2-pt jump shot from 19 ft,92,114
4,3:35.0,Defensive rebound by T. Wallace,,92,114
4,3:32.0,T. Wallace makes 2-pt layup from 2 ft,,94,114
4,3:32.0,,Violation by Team (def goaltending),94,114
4,3:20.0,,T. Craig makes 2-pt layup from 2 ft (assist by M. Plumlee),94,116
4,3:04.0,Shooting foul by M. Plumlee (drawn by J. Motley),,94,116
4,3:04.0,J. Motley makes free throw 1 of 2,,95,116
4,3:04.0,,B. Goodwin enters the game for T. Craig,95,116
4,3:04.0,,T. Lydon enters the game for J. Murray,95,116
4,3:04.0,J. Motley makes free throw 2 of 2,,96,116
4,2:43.0,,J. Hernangómez makes 2-pt jump shot from 18 ft (assist by B. Goodwin),96,118
4,2:19.0,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,,96,118
4,2:17.0,,Defensive rebound by M. Plumlee,96,118
4,2:09.0,,B. Goodwin misses 2-pt jump shot from 11 ft,96,118
4,2:07.0,Defensive rebound by B. Marjanović,,96,118
4,2:05.0,Personal foul by T. Lydon (drawn by J. Motley),,96,118
4,2:05.0,J. Motley makes free throw 1 of 2,,97,118
4,2:05.0,J. Motley makes free throw 2 of 2,,98,118
4,1:44.0,,T. Lyles misses 2-pt jump shot from 7 ft,98,118
4,1:42.0,Defensive rebound by J. Motley,,98,118
4,1:38.0,Turnover by J. Motley (bad pass; steal by T. Lydon),,98,118
4,1:37.0,,Turnover by M. Plumlee (traveling),98,118
4,1:27.0,J. Motley misses 3-pt jump shot from 24 ft,,98,118
4,1:23.0,,Defensive rebound by M. Plumlee,98,118
4,1:14.0,,T. Lyles misses 3-pt jump shot from 25 ft,98,118
4,1:09.0,Defensive rebound by B. Marjanović,,98,118
4,1:04.0,T. Wallace misses 2-pt layup from 2 ft,,98,118
4,1:04.0,Offensive rebound by J. Motley,,98,118
4,1:04.0,J. Motley makes 2-pt layup from 2 ft,,100,118
4,1:04.0,Shooting foul by T. Lyles (drawn by J. Motley),,100,118
4,1:04.0,J. Motley misses free throw 1 of 1,,100,118
4,1:01.0,,Defensive rebound by T. Lyles,100,118
4,0:48.0,,B. Goodwin misses 2-pt jump shot from 4 ft,100,118
4,0:47.0,Defensive rebound by B. Marjanović,,100,118
4,0:44.0,Personal foul by B. Goodwin (drawn by T. Wallace),,100,118
4,0:44.0,T. Wallace misses free throw 1 of 2,,100,118
4,0:44.0,Offensive rebound by Team,,100,118
4,0:44.0,T. Wallace misses free throw 2 of 2,,100,118
4,0:42.0,Offensive rebound by J. Motley,,100,118
4,0:41.0,J. Motley misses 2-pt jump shot from 9 ft,,100,118
4,0:39.0,,Defensive rebound by M. Plumlee,100,118
4,0:27.0,,T. Lydon makes 3-pt jump shot from 22 ft (assist by M. Plumlee),100,121
4,0:26.0,LA Clippers full timeout,,100,121
4,0:14.0,B. Marjanović misses 2-pt jump shot from 10 ft,,100,121
4,0:14.0,Offensive rebound by Team,,100,121
4,0:12.0,B. Marjanović misses 3-pt jump shot from 26 ft,,100,121
4,0:07.0,,Defensive rebound by M. Plumlee,100,121
