QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DETROIT_ACTION,CLEVELAND_SCORE,DETROIT_SCORE
4,1:03.0,,R. Jackson makes free throw 2 of 2,95,106
4,1:03.0,Cleveland full timeout,,95,106
4,0:58.0,L. Nance makes 2-pt dunk from 1 ft (assist by K. Korver),,97,106
4,0:57.0,,Personal take foul by K. Korver (drawn by R. Bullock),97,106
4,0:57.0,,R. Bullock misses free throw 1 of 2,97,106
4,0:57.0,,Offensive rebound by Team,97,106
4,0:57.0,,R. Bullock makes free throw 2 of 2,97,107
4,0:49.0,K. Korver makes 3-pt jump shot from 27 ft (assist by C. Sexton),,100,107
4,0:49.0,Shooting foul by R. Bullock (drawn by K. Korver),,100,107
4,0:49.0,K. Korver makes free throw 1 of 1,,101,107
4,0:49.0,,Detroit full timeout,101,107
4,0:49.0,,L. Galloway enters the game for A. Drummond,101,107
4,0:36.0,,Shooting foul by K. Korver (drawn by R. Jackson),101,107
4,0:36.0,J. Clarkson enters the game for K. Korver,,101,107
4,0:36.0,,R. Jackson makes free throw 1 of 2,101,108
4,0:36.0,,R. Jackson misses free throw 2 of 2,101,108
4,0:32.0,,Offensive rebound by R. Bullock,101,108
4,0:32.0,,Personal foul by C. Osman (drawn by R. Jackson),101,108
4,0:32.0,J. Smith enters the game for C. Osman,,101,108
4,0:32.0,,R. Jackson misses free throw 1 of 2,101,108
4,0:32.0,,Offensive rebound by Team,101,108
4,0:32.0,,R. Jackson misses free throw 2 of 2,101,108
4,0:31.0,Defensive rebound by J. Smith,,101,108
4,0:25.0,C. Sexton misses 2-pt layup from 7 ft,,101,108
4,0:21.0,,Defensive rebound by Team,101,108
4,0:20.0,,Technical foul by T. Lue,101,108
4,0:20.0,,R. Jackson makes technical free throw,101,109
4,0:17.0,,Personal foul by C. Sexton (drawn by L. Galloway),101,109
4,0:17.0,,L. Galloway misses free throw 1 of 2,101,109
4,0:17.0,,Offensive rebound by Team,101,109
4,0:17.0,,L. Galloway makes free throw 2 of 2,101,110
4,0:12.0,C. Sexton makes 2-pt jump shot from 21 ft,,103,110
