QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
4,5:13.0,E. Moore misses free throw 2 of 2,,92,94
4,5:11.0,Offensive rebound by E. Moore,,92,94
4,5:09.0,E. Moore makes 2-pt jump shot from 9 ft,,94,94
4,4:50.0,,K. Towns misses 2-pt hook shot from 5 ft,94,94
4,4:47.0,Defensive rebound by J. Holiday,,94,94
4,4:40.0,J. Holiday makes 2-pt jump shot from 15 ft,,96,94
4,4:14.0,,A. Wiggins makes 3-pt jump shot from 26 ft (assist by T. Gibson),96,97
4,3:56.0,Turnover by W. Johnson (lost ball; steal by A. Wiggins),,96,97
4,3:56.0,,Shooting foul by W. Johnson (drawn by A. Wiggins),96,97
4,3:56.0,,A. Wiggins misses free throw 1 of 2,96,97
4,3:56.0,,Offensive rebound by Team,96,97
4,3:56.0,,A. Wiggins makes free throw 2 of 2,96,98
4,3:45.0,J. Holiday misses 2-pt jump shot from 4 ft,,96,98
4,3:45.0,,Defensive rebound by Team,96,98
4,3:45.0,Loose ball foul by A. Davis (drawn by R. Covington),,96,98
4,3:22.0,,J. Teague misses 2-pt jump shot from 19 ft (block by J. Holiday),96,98
4,3:21.0,,Offensive rebound by Team,96,98
4,3:21.0,,Turnover by Team (shot clock),96,98
4,3:09.0,A. Davis misses 2-pt layup from 1 ft,,96,98
4,3:06.0,,Defensive rebound by R. Covington,96,98
4,3:00.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),96,100
4,3:00.0,,Shooting foul by W. Johnson (drawn by K. Towns),96,100
4,3:00.0,,K. Towns makes free throw 1 of 1,96,101
4,2:42.0,N. Mirotić makes 2-pt jump shot from 20 ft,,98,101
4,2:24.0,,T. Gibson misses 2-pt layup at rim,98,101
4,2:22.0,,Offensive rebound by K. Towns,98,101
4,2:21.0,,K. Towns misses 2-pt layup from 2 ft,98,101
4,2:19.0,,Offensive rebound by K. Towns,98,101
4,2:15.0,,J. Teague misses 3-pt jump shot from 25 ft,98,101
4,2:13.0,,Offensive rebound by A. Wiggins,98,101
4,2:13.0,,A. Wiggins misses 2-pt dunk from 1 ft,98,101
4,2:13.0,,Offensive rebound by T. Gibson,98,101
4,2:13.0,,Personal foul by N. Mirotić (drawn by T. Gibson),98,101
4,2:13.0,,T. Gibson misses free throw 1 of 2,98,101
4,2:13.0,,Offensive rebound by Team,98,101
4,2:13.0,,T. Gibson makes free throw 2 of 2,98,102
4,1:59.0,A. Davis misses 2-pt layup from 2 ft (block by K. Towns),,98,102
4,1:55.0,,Defensive rebound by K. Towns,98,102
4,1:50.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),98,104
4,1:50.0,,Shooting foul by N. Mirotić (drawn by A. Wiggins),98,104
4,1:50.0,,A. Wiggins makes free throw 1 of 1,98,105
4,1:50.0,New Orleans full timeout,,98,105
4,1:40.0,E. Moore misses 2-pt jump shot from 21 ft,,98,105
4,1:37.0,,Defensive rebound by A. Wiggins,98,105
4,1:27.0,,R. Covington misses 2-pt jump shot from 12 ft,98,105
4,1:27.0,Defensive rebound by N. Mirotić,,98,105
4,1:20.0,J. Holiday misses 3-pt jump shot from 25 ft,,98,105
4,1:17.0,,Defensive rebound by R. Covington,98,105
4,1:01.0,,A. Wiggins misses 2-pt jump shot from 18 ft,98,105
4,0:58.0,Defensive rebound by A. Davis,,98,105
4,0:50.0,A. Davis misses 2-pt layup from 3 ft,,98,105
4,0:50.0,Offensive rebound by Team,,98,105
4,0:50.0,,Loose ball foul by A. Wiggins (drawn by N. Mirotić),98,105
4,0:45.0,Personal foul by J. Teague (drawn by A. Davis),,98,105
4,0:45.0,A. Davis makes free throw 1 of 2,,99,105
4,0:45.0,A. Davis makes free throw 2 of 2,,100,105
4,0:29.0,,A. Wiggins misses 3-pt jump shot from 27 ft,100,105
4,0:26.0,,Offensive rebound by K. Towns,100,105
4,0:26.0,,Personal foul by E. Moore (drawn by J. Teague),100,105
4,0:26.0,,J. Teague makes free throw 1 of 2,100,106
4,0:26.0,I. Clark enters the game for W. Johnson,,100,106
4,0:26.0,D. Miller enters the game for N. Mirotić,,100,106
4,0:26.0,,J. Teague makes free throw 2 of 2,100,107
4,0:26.0,New Orleans full timeout,,100,107
4,0:22.0,E. Moore misses 3-pt jump shot from 25 ft,,100,107
4,0:19.0,,Defensive rebound by K. Towns,100,107
