QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA LAKERS_ACTION,NEW ORLEANS_SCORE,LA LAKERS_SCORE
4,9:40.0,,J. McGee makes 2-pt layup from 1 ft (assist by B. Ingram),92,99
4,9:39.0,New Orleans full timeout,,92,99
4,9:21.0,J. Randle misses 3-pt jump shot from 28 ft,,92,99
4,9:17.0,Offensive rebound by C. Diallo,,92,99
4,9:16.0,J. Holiday misses 3-pt jump shot from 27 ft,,92,99
4,9:11.0,,Defensive rebound by R. Rondo,92,99
4,9:04.0,,R. Rondo makes 3-pt jump shot from 28 ft (assist by J. Hart),92,102
4,8:45.0,C. Diallo misses 2-pt jump shot from 13 ft,,92,102
4,8:42.0,,Defensive rebound by R. Bullock,92,102
4,8:36.0,,R. Rondo makes 2-pt layup from 1 ft,92,104
4,8:25.0,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Holiday),,95,104
4,8:02.0,,R. Rondo misses 2-pt jump shot from 5 ft,95,104
4,7:57.0,,Offensive rebound by J. McGee,95,104
4,7:57.0,,J. McGee makes 2-pt dunk at rim,95,106
4,7:46.0,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Randle),,98,106
4,7:29.0,,R. Rondo makes 2-pt jump shot from 20 ft,98,108
4,7:15.0,C. Diallo makes 2-pt layup from 1 ft (assist by J. Holiday),,100,108
4,6:58.0,,B. Ingram misses 2-pt jump shot from 16 ft,100,108
4,6:55.0,,Offensive rebound by J. McGee,100,108
4,6:54.0,,Turnover by J. McGee (bad pass; steal by F. Jackson),100,108
4,6:52.0,J. Holiday makes 2-pt dunk from 2 ft (assist by F. Jackson),,102,108
4,6:52.0,,LA Lakers full timeout,102,108
4,6:52.0,J. Okafor enters the game for J. Holiday,,102,108
4,6:52.0,E. Payton enters the game for D. Miller,,102,108
4,6:52.0,K. Williams enters the game for J. Randle,,102,108
4,6:52.0,,L. James enters the game for J. McGee,102,108
4,6:52.0,,K. Kuzma enters the game for R. Rondo,102,108
4,6:31.0,,L. James misses 2-pt hook shot from 6 ft,102,108
4,6:27.0,Defensive rebound by C. Diallo,,102,108
4,6:13.0,K. Williams misses 3-pt jump shot from 25 ft,,102,108
4,6:13.0,,Defensive rebound by Team,102,108
4,5:52.0,,Shooting foul by K. Williams (drawn by L. James),102,108
4,5:52.0,,L. James makes free throw 1 of 2,102,109
4,5:52.0,,L. James misses free throw 2 of 2,102,109
4,5:49.0,Defensive rebound by J. Okafor,,102,109
4,5:28.0,F. Jackson makes 2-pt layup from 1 ft,,104,109
4,5:28.0,J. Holiday enters the game for J. Okafor,,104,109
4,5:28.0,J. Randle enters the game for K. Williams,,104,109
4,5:28.0,,R. Rondo enters the game for J. Hart,104,109
4,5:09.0,,K. Kuzma misses 3-pt jump shot from 28 ft,104,109
4,5:07.0,Defensive rebound by E. Payton,,104,109
4,5:03.0,J. Holiday makes 2-pt jump shot from 20 ft,,106,109
4,4:51.0,,R. Bullock makes 2-pt layup from 3 ft (assist by K. Kuzma),106,111
4,4:41.0,J. Holiday makes 2-pt layup from 1 ft (assist by E. Payton),,108,111
4,4:16.0,,L. James misses 2-pt jump shot from 21 ft,108,111
4,4:16.0,Defensive rebound by C. Diallo,,108,111
4,4:07.0,Personal foul by B. Ingram (drawn by F. Jackson),,108,111
4,3:58.0,J. Holiday misses 3-pt jump shot from 26 ft,,108,111
4,3:58.0,,Defensive rebound by Team,108,111
4,3:41.0,,Shooting foul by J. Holiday (drawn by B. Ingram),108,111
4,3:41.0,,B. Ingram misses free throw 1 of 2,108,111
4,3:41.0,,Offensive rebound by Team,108,111
4,3:41.0,,B. Ingram makes free throw 2 of 2,108,112
4,3:31.0,C. Diallo misses 2-pt jump shot from 12 ft,,108,112
4,3:28.0,,Defensive rebound by L. James,108,112
4,3:22.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by R. Rondo),108,115
4,3:22.0,New Orleans full timeout,,108,115
4,3:22.0,D. Miller enters the game for C. Diallo,,108,115
4,3:03.0,J. Randle makes 2-pt layup from 2 ft (assist by F. Jackson),,110,115
4,2:46.0,,R. Bullock misses 3-pt jump shot from 24 ft,110,115
4,2:43.0,Defensive rebound by J. Holiday,,110,115
4,2:37.0,Shooting foul by L. James (drawn by J. Randle),,110,115
4,2:37.0,J. Randle makes free throw 1 of 2,,111,115
4,2:37.0,J. Randle makes free throw 2 of 2,,112,115
4,2:18.0,,L. James makes 2-pt jump shot from 3 ft,112,117
4,2:18.0,,Shooting foul by J. Randle (drawn by L. James),112,117
4,2:18.0,,L. James makes free throw 1 of 1,112,118
4,2:05.0,Shooting foul by K. Kuzma (drawn by D. Miller),,112,118
4,2:05.0,D. Miller misses free throw 1 of 3,,112,118
4,2:05.0,Offensive rebound by Team,,112,118
4,2:05.0,D. Miller makes free throw 2 of 3,,113,118
4,2:05.0,D. Miller makes free throw 3 of 3,,114,118
4,1:45.0,,R. Bullock misses 3-pt jump shot from 24 ft,114,118
4,1:41.0,Defensive rebound by E. Payton,,114,118
4,1:38.0,D. Miller makes 3-pt jump shot from 26 ft (assist by E. Payton),,117,118
4,1:16.0,,B. Ingram makes 2-pt layup from 5 ft (assist by L. James),117,120
4,0:54.0,Turnover by J. Holiday (lost ball; steal by R. Bullock),,117,120
4,0:31.0,,L. James makes 3-pt jump shot from 25 ft,117,123
4,0:31.0,New Orleans full timeout,,117,123
4,0:28.0,Turnover by J. Randle (lost ball; steal by L. James),,117,123
4,0:28.0,,Personal take foul by J. Randle (drawn by L. James),117,123
4,0:28.0,,Offensive rebound by Team,117,123
4,0:28.0,,L. James misses free throw 1 of 2,117,123
4,0:28.0,,L. James misses free throw 2 of 2,117,123
4,0:27.0,Defensive rebound by J. Randle,,117,123
4,0:27.0,New Orleans full timeout,,117,123
4,0:17.0,J. Holiday misses 3-pt jump shot from 25 ft,,117,123
4,0:15.0,,Defensive rebound by R. Bullock,117,123
4,0:13.0,,Personal take foul by E. Payton (drawn by R. Bullock),117,123
4,0:13.0,,R. Bullock makes free throw 1 of 2,117,124
4,0:13.0,,R. Bullock makes free throw 2 of 2,117,125
4,0:10.0,F. Jackson makes 2-pt layup at rim (assist by J. Holiday),,119,125
