QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
4,4:29.0,,V. Oladipo makes 2-pt layup from 1 ft,99,124
4,4:10.0,D. Musa misses 3-pt jump shot from 28 ft,,99,124
4,4:07.0,,Defensive rebound by K. O'Quinn,99,124
4,4:00.0,,C. Joseph makes 3-pt jump shot from 27 ft,99,127
4,3:49.0,Personal foul by T. Evans (drawn by T. Pinson),,99,127
4,3:49.0,,E. Sumner enters the game for V. Oladipo,99,127
4,3:41.0,T. Pinson misses 3-pt jump shot from 27 ft,,99,127
4,3:37.0,,Defensive rebound by K. O'Quinn,99,127
4,3:26.0,,Turnover by K. O'Quinn (bad pass; steal by D. Musa),99,127
4,3:23.0,K. Faried makes 2-pt dunk from 1 ft (assist by D. Musa),,101,127
4,3:16.0,,Indiana full timeout,101,127
4,3:16.0,,A. Holiday enters the game for T. Evans,101,127
4,3:16.0,,A. Johnson enters the game for C. Joseph,101,127
4,3:08.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by D. McDermott),101,129
4,2:51.0,Shooting foul by K. O'Quinn (drawn by T. Pinson),,101,129
4,2:51.0,T. Pinson makes free throw 1 of 2,,102,129
4,2:51.0,,I. Anigbogu enters the game for K. O'Quinn,102,129
4,2:51.0,T. Pinson makes free throw 2 of 2,,103,129
4,2:42.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by A. Holiday),103,132
4,2:23.0,T. Pinson misses 2-pt layup from 1 ft (block by I. Anigbogu),,103,132
4,2:22.0,Offensive rebound by D. Musa,,103,132
4,2:22.0,Shooting foul by A. Johnson (drawn by D. Musa),,103,132
4,2:22.0,D. Musa misses free throw 1 of 2,,103,132
4,2:22.0,Offensive rebound by Team,,103,132
4,2:22.0,D. Musa misses free throw 2 of 2,,103,132
4,2:20.0,,Defensive rebound by A. Johnson,103,132
4,2:12.0,,E. Sumner misses 2-pt layup from 1 ft,103,132
4,2:09.0,Defensive rebound by A. Crabbe,,103,132
4,1:56.0,K. Faried makes 2-pt layup from 3 ft (assist by T. Pinson),,105,132
4,1:47.0,,A. Holiday misses 3-pt jump shot from 26 ft,105,132
4,1:43.0,Defensive rebound by T. Pinson,,105,132
4,1:40.0,A. Crabbe makes 3-pt jump shot from 27 ft (assist by T. Pinson),,108,132
4,1:28.0,,Turnover by I. Anigbogu (3 sec),108,132
4,1:16.0,A. Crabbe misses 3-pt jump shot from 29 ft,,108,132
4,1:14.0,Offensive rebound by D. Russell,,108,132
4,1:13.0,D. Musa misses 3-pt jump shot from 26 ft,,108,132
4,1:11.0,Offensive rebound by K. Faried,,108,132
4,1:11.0,K. Faried makes 2-pt layup at rim,,110,132
4,1:01.0,,I. Anigbogu misses 2-pt jump shot from 19 ft,110,132
4,0:59.0,Defensive rebound by K. Faried,,110,132
4,0:48.0,D. Russell misses 3-pt jump shot from 29 ft,,110,132
4,0:45.0,,Defensive rebound by I. Anigbogu,110,132
4,0:38.0,,I. Anigbogu misses 2-pt jump shot from 19 ft,110,132
4,0:35.0,Defensive rebound by D. Musa,,110,132
4,0:22.0,K. Faried makes 2-pt dunk from 1 ft (assist by D. Russell),,112,132
