QUARTER,TIME_REMAINING,DETROIT_ACTION,ATLANTA_ACTION,DETROIT_SCORE,ATLANTA_SCORE
4,7:59.0,A. Drummond misses free throw 2 of 2,,114,87
4,7:56.0,Offensive rebound by S. Johnson,,114,87
4,7:51.0,L. Galloway misses 3-pt jump shot from 22 ft,,114,87
4,7:47.0,,Defensive rebound by K. Bazemore,114,87
4,7:43.0,,D. Dedmon misses 2-pt jump shot from 10 ft,114,87
4,7:40.0,Defensive rebound by A. Drummond,,114,87
4,7:36.0,Shooting foul by K. Bazemore (drawn by S. Johnson),,114,87
4,7:36.0,S. Johnson makes free throw 1 of 2,,115,87
4,7:36.0,S. Johnson misses free throw 2 of 2,,115,87
4,7:34.0,,Defensive rebound by O. Spellman,115,87
4,7:22.0,,K. Bazemore makes 2-pt jump shot from 15 ft (assist by J. Lin),115,89
4,7:13.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by J. Calderón),,118,89
4,6:58.0,,T. Dorsey misses 3-pt jump shot from 26 ft,118,89
4,6:52.0,Defensive rebound by A. Drummond,,118,89
4,6:40.0,S. Johnson misses 2-pt layup from 1 ft,,118,89
4,6:37.0,,Defensive rebound by O. Spellman,118,89
4,6:34.0,,Personal foul by A. Drummond (drawn by T. Dorsey),118,89
4,6:34.0,,Atlanta full timeout,118,89
4,6:34.0,R. Bullock enters the game for A. Drummond,,118,89
4,6:34.0,Z. Pachulia enters the game for L. Galloway,,118,89
4,6:34.0,,K. Huerter enters the game for K. Bazemore,118,89
4,6:34.0,,T. Dorsey misses free throw 1 of 2,118,89
4,6:34.0,,Offensive rebound by Team,118,89
4,6:34.0,,T. Dorsey misses free throw 2 of 2,118,89
4,6:31.0,Defensive rebound by S. Johnson,,118,89
4,6:18.0,S. Johnson misses 3-pt jump shot from 23 ft,,118,89
4,6:14.0,,Defensive rebound by D. Dedmon,118,89
4,5:59.0,,Atlanta full timeout,118,89
4,5:51.0,,O. Spellman misses 2-pt layup from 7 ft,118,89
4,5:46.0,,Offensive rebound by O. Spellman,118,89
4,5:46.0,,O. Spellman makes 2-pt layup at rim,118,91
4,5:22.0,I. Smith misses 2-pt layup from 7 ft,,118,91
4,5:20.0,,Defensive rebound by O. Spellman,118,91
4,5:20.0,,Personal foul by J. Calderón (drawn by T. Dorsey),118,91
4,5:20.0,,T. Dorsey makes free throw 1 of 2,118,92
4,5:20.0,B. Brown enters the game for R. Bullock,,118,92
4,5:20.0,,T. Dorsey misses free throw 2 of 2,118,92
4,5:17.0,Defensive rebound by Z. Pachulia,,118,92
4,5:17.0,,M. Plumlee enters the game for D. Dedmon,118,92
4,5:17.0,,A. Poythress enters the game for O. Spellman,118,92
4,4:58.0,S. Johnson makes 3-pt jump shot from 25 ft,,121,92
4,4:36.0,,K. Huerter makes 2-pt jump shot from 10 ft,121,94
4,4:18.0,I. Smith misses 2-pt jump shot from 7 ft,,121,94
4,4:14.0,,Defensive rebound by M. Plumlee,121,94
4,4:06.0,,J. Lin makes 2-pt jump shot from 16 ft (assist by M. Plumlee),121,96
4,3:54.0,S. Johnson misses 3-pt jump shot from 27 ft,,121,96
4,3:50.0,,Defensive rebound by J. Lin,121,96
4,3:47.0,,K. Huerter misses 3-pt jump shot from 25 ft,121,96
4,3:43.0,,Offensive rebound by A. Poythress,121,96
4,3:40.0,,A. Poythress makes 3-pt jump shot from 24 ft (assist by K. Huerter),121,99
4,3:39.0,Detroit full timeout,,121,99
4,3:39.0,J. Leuer enters the game for Z. Pachulia,,121,99
4,3:39.0,K. Thomas enters the game for I. Smith,,121,99
4,3:16.0,J. Leuer misses 2-pt layup from 1 ft,,121,99
4,3:13.0,,Defensive rebound by M. Plumlee,121,99
4,3:10.0,,J. Lin makes 3-pt jump shot from 26 ft,121,102
4,2:51.0,Turnover by K. Thomas (lost ball; steal by J. Lin),,121,102
4,2:46.0,,T. Dorsey misses 3-pt jump shot from 26 ft,121,102
4,2:43.0,Defensive rebound by B. Brown,,121,102
4,2:25.0,B. Brown misses 3-pt jump shot from 25 ft,,121,102
4,2:20.0,Offensive rebound by S. Johnson,,121,102
4,2:11.0,K. Thomas misses 2-pt layup at rim,,121,102
4,2:08.0,,Defensive rebound by M. Plumlee,121,102
4,2:06.0,,Shooting foul by B. Brown (drawn by J. Lin),121,102
4,2:06.0,,J. Lin makes free throw 1 of 3,121,103
4,2:06.0,,J. Lin makes free throw 2 of 3,121,104
4,2:06.0,,J. Lin makes free throw 3 of 3,121,105
4,1:45.0,K. Thomas misses 3-pt jump shot from 26 ft,,121,105
4,1:40.0,,Defensive rebound by J. Lin,121,105
4,1:26.0,,Shooting foul by J. Leuer (drawn by T. Dorsey),121,105
4,1:26.0,,T. Dorsey misses free throw 1 of 2,121,105
4,1:26.0,,Offensive rebound by Team,121,105
4,1:26.0,,T. Dorsey makes free throw 2 of 2,121,106
4,1:07.0,S. Johnson misses 2-pt layup from 3 ft (block by M. Plumlee),,121,106
4,1:01.0,,Defensive rebound by T. Dorsey,121,106
4,0:59.0,,J. Lin makes 3-pt jump shot from 27 ft (assist by T. Dorsey),121,109
4,0:53.0,Personal take foul by A. Poythress (drawn by S. Johnson),,121,109
4,0:35.0,J. Leuer misses 2-pt jump shot from 14 ft,,121,109
4,0:32.0,,Defensive rebound by K. Huerter,121,109
4,0:29.0,,K. Huerter misses 2-pt layup from 2 ft,121,109
4,0:29.0,Defensive rebound by B. Brown,,121,109
4,0:08.0,K. Thomas makes 3-pt jump shot from 22 ft (assist by S. Johnson),,124,109
4,0:06.0,,Turnover by M. Plumlee (bad pass; steal by S. Johnson),124,109
